title,description,genres,meta_score,user_score,developer,platform,release_date,rating
ALIENATORS: EVOLUTION CONTINUES,"You thought you'd rid the Earth of the aliens. But now they're back, and the evolution of hostile life-forms continues. Lucky for Earth, the Alienators are on the job. Use all the alien-butt-kicking science within your grasp to battle the Genus... before this evil evolves to a state of total supremacy and succeeds in global domination!","Genre(s): Action, General",54,8.4,Digital Eclipse,N/A,"Nov 13, 2001",N/A
ALL GROWN UP! EXPRESS YOURSELF,"Finally a game made just for girls! Help Angelica with the school newspaper, sing a song with Susie, put together stylin' outfits with Lil, swap information with your best friends, take a vote on a hot topic or use the PDS function to plan your busy week!","Genre(s): Miscellaneous, Party",49,7.8,Altron,N/A,"Oct 19, 2004",E
ALL-STAR BASEBALL 2003,Anyone who wants a dose of hardball on the go or a solid sports game to play with friends would do well to pick this one up.,"Genre(s): Sports, Traditional, Baseball, Sim",77,tbd,Software Creations,N/A,"May 31, 2002",E
ALL-STAR BASEBALL 2004 FEATURING DEREK JETER,"Not only does All-Star Baseball 2004 simulate professional baseball, but it also gives you a look into baseball's history and homes. Now, in addition to today's baseball stars, you can play history's greatest players, from the MLB to the Negro Leagues. Take a panoramic tour of each stadium while learning about interesting facts and features. If you're new to the game, all-star Derek Jeter will guide and instruct you in the new Rookie mode tutorial.","Genre(s): Sports, Traditional, Baseball, Sim",73,tbd,Acclaim Studios Manchester,N/A,"Feb 23, 2003",E
ALTERED BEAST: GUARDIAN OF THE REALMS,"Zeus, creator and ruler of the guardians of the gates, raises you from your grave! To this end you must go forth and defeat a new, unknown evil that has been ravaging the universe to collect the keys and essence of each world.","Genre(s): Action, Beat-'Em-Up",63,6.0,3d6 Games,N/A,"Nov 23, 2002",T
AMERICAN BASS CHALLENGE,Hook up with the biggest bass in this ultimate rod n' reel challenge. The most thrilling fishing experience you'll get on 32 bits!,"Genre(s): Sports, Nature, Fishing",69,7.5,Starfish,N/A,"Dec 5, 2001",N/A
AMERICAN IDOL,"Complete with a computer generated Randy Jackson, Paula Abdul, and Simon Cowell, with trademark insults, American Idol is a music-based, rhythm-action game that will allow you to create, style, and train a contestant for the competition. Once styled and trained you'll see your contestant progress through the auditions, various heats, and then, hopefully, make it to the grand final. You'll need quick fingers as you match the right combination of buttons to what's displayed on the screen helping your contestant sing a sweet harmony and dance to the rhythm of the song. Get it wrong and your voice fades and goes out of tune as the judges and later the audience grow unsettled.","Genre(s): Miscellaneous, Rhythm, Music",N/A,4.8,Mobius Entertainment,N/A,"Nov 18, 2003",E
"ANIMANIACS: LIGHTS, CAMERA, ACTION!","Those wacky Animaniacs are taking over the studio! Help Wakko, Yakko, Dot, Pinky, and the Brain create three all-new movies on time and within budget. They better deliver before the director yells ""cut""...or it's back to the water tower for good!","Genre(s): Action, Platformer, 3D",43,tbd,Warthog,N/A,"Nov 13, 2005",N/A
ARMY MEN ADVANCE,"Plastro, the infamous leader of the Tan Army, has recruited alien forces from another world to aid in his ongoing war against the Green Nation. It's up to Sarge and Vikki G. to jump into action to save their troops from a variety of unknown enemies, and then track down Plastro himself for a final confrontation!","Genre(s): Action, Shooter, Third-Person, Fantasy",57,8.0,DC Studios,N/A,"Jun 10, 2001",E
ARMY MEN: OPERATION GREEN,The Green Army face off against the Tan Army yet again. The game plays from a top-down perspective and has five different environments.,"Genre(s): Action, General",N/A,7.8,Pocket Studios,N/A,"Dec 2, 2001",E
AROUND THE WORLD IN 80 DAYS,"Based on the new movie by Walden Media, Around the World in 80 Days takes you on a series of adventures. The story begins when the inventor Phileas Fogg takes on a bet against his nemesis, Lord Kelvin, that he can travel around the world in 80 days. As Passepartout, Fogg's French valet, you must accompany Fogg on a journey that begins in the streets of London and continues in Paris, Turkey, India, China, the western US deserts, and New York. Your mission is to help your companions safely pass through exotic locations, while overcoming dangerous obstacles and enemies.","Genre(s): Action Adventure, Modern",40,6.2,Saffire,N/A,"Jul 5, 2004",E
ARTHUR AND THE INVISIBLES,"The game Arthur and the Invisibles is based on the film of the same name, and has you utilizing the skills of a trio of unique characters to solve puzzles and succeed in combat.","Genre(s): Action Adventure, Fantasy",N/A,tbd,Mistic Software,N/A,"Jan 9, 2007",E
ASTRO BOY: OMEGA FACTOR,"Join Astro, the robotic superhero with a human mind, in a quest to reunite the robotic race with humans. Astro uses his seven super abilities to face off against the likes of Atlas, Blue Knight, and more than 40 other characters. The game brings classic 2D gaming to the Game Boy Advance along with an original seven-episode story. Playing as Astro Boy, you'll learn about justice, compassion, evil, courage, and the history of Astro Boy--all while building Astro's Omega Factor and strengthening his character and superhuman abilities.","Genre(s): Action, Shooter, Scrolling",85,8.7,Hitmaker,N/A,"Aug 18, 2004",E
ATARI ANNIVERSARY ADVANCE,"Atari® presents 6 of the best arcade games ever made, mega-hits that launched the video game revolution -- Asteroids®, Battlezone®, Centipede®, Missile Command®, Super Breakout® and Tempest™. Each game is reproduced down to the last detail, and each one is just as easy and fun to play. Whether you're a diehard fan or a competitive newcomer, you've got to play the games that started it all!","Genre(s): Miscellaneous, Compilation",75,tbd,Digital Eclipse,N/A,"Mar 25, 2002",E
ATOMIC BETTY,"Betty has a lot more to handle than most little girls. To her friends and family, she is your average, girl-next-door, but when the galaxy beckons, she becomes Atomic Betty, Galactic Guardian and Defender of the Cosmos. With the help of her trusty sidekicks, Sparky and X-5, Betty must save the galaxy from the evil Maximus I.Q., while at the same time saving her reputation on Earth from the scheming of her archrival, Penelope. ""Atomic Betty's"" five playable characters, rocket ship travel, selectable gadgets and weapons, and fast-paced story bring the cartoon hit to life.","Genre(s): Action, Platformer, 2D",62,7.9,Big Blue Bubble Inc.,N/A,"Oct 25, 2005",N/A
ATV: QUAD POWER RACING,"Features 10 unique and challenging tracks and environments; 9 different tricked-out ATVs to chose from; 3D ATVs, riders and environments, as real as it gets on a hand-held. Take on the competition in Arcade and Challenge game modes and 3 different classes of ATVs: Stock, Pro and Open.","Genre(s): Driving, Racing, Rally / Offroad",49,8.5,Tantalus,N/A,"Aug 20, 2002",E
AVATAR: THE LAST AIRBENDER,"Water. Earth. Fire. Air.

Are you ready to face your destiny?

Journey through 6 exotic locations filled with adventure to help Aang fulfill his destiny to master the bending arts and become the Avatar - for only the Avatar can stop the ruthless might of the Fire Nation! Defeat hordes of bizarre enemies and perform noble deeds on your quest to save the world.","Genre(s): Action Adventure, Fantasy",64,8.6,AWE Games,N/A,"Oct 10, 2006",E
A SOUND OF THUNDER,"Based on the Franchise Pictures movie of the same name, A Sound of Thunder takes you to a future where time travel is possible. Things quickly go wrong when someone alters the past, creating a sequence of time ripples that mutate the present-day world. Now you must solve the mystery and sort out a mess that just might mean the end of human existence. You'll solve puzzles, manipulate items, interact with other characters, and eliminate mutant creatures and plants. In addition to a single-player mode, the game features both cooperative and competitive multiplayer modes.","Genre(s): Action Adventure, Sci-Fi",65,tbd,Rockstar Leeds,N/A,"Feb 1, 2005",T
ACE COMBAT ADVANCE,"The Ace Combat series makes its debut on the Game Boy Advance with challenging missions, unlockable planes, and free-roaming environments. As the newest pilot in an elite fighter squadron, you must help destroy the Air Strike Force--the military arm of an evil multinational corporation. If you destroy enough enemy planes during your missions, you'll unlock new planes. Fly in air-to-air and air-to-ground missions over arctic, forest, and desert environments. Each environment features destructible buildings and objects.","Genre(s): Simulation, Flight, Modern Jet",56,7.5,Human Soft,N/A,"Feb 23, 2005",E
ACTIVISION ANTHOLOGY,"Be a flying ace, a race car champion, a tennis star, and a space pioneer all in one afternoon. Activision Anthology lets you go back in time with all your old favorites, including Pitfall 1 and 2, Commando, Freeway, Keystone Kapers, Seaquest, River Raid 1 and 2, and Spider Fighter. Whether it's trying to get Pitfall Harry past the third pit on the right or breaking 15,000 points on River Raid to earn a patch, Activision Anthology is sure to conjure plenty of gaming memories.","Genre(s): Miscellaneous, Compilation",79,4.8,Aspyr,N/A,"Dec 9, 2003",E
ADVANCE GUARDIAN HEROES,"Based on the Sega Saturn's Guardian Heroes, Advance Guardian Heroes brings a classic game to life on your Game Boy Advance. Not your ordinary side-scrolling fighter, the game features more than 20 playable characters, 160 powerful moves, and different multiplayer scenarios. Each fighter has unique moves and abilities, which you can upgrade as you progress through the game. Whether you play solo, with friends, or against friends, you can delve into a variety of challenges and battle arenas.","Genre(s): Action, Beat-'Em-Up",65,tbd,Treasure,N/A,"Sep 14, 2004",E
ADVANCE WARS,"The battle lines have been drawn, and an elite group of sly strategists are massing troops at your borders. You'll have to command ground, air and naval forces if you hope to survive the coming wars, and it won't be easy. With 114 maps to battle on and both Single-Pak and Multi-Pak link modes, Advance Wars brings turn-based strategy to a depth never before seen on a handheld!","Genre(s): Strategy, Turn-Based, Modern",92,8.8,Intelligent Systems,N/A,"Sep 9, 2001",E
ADVANCE WARS 2: BLACK HOLE RISING,"Just when you thought you'd seen the last of them, the Black Hole Army is storming back in this sequel to the award-winning Game Boy Advance strategy game. With new COs under his command, Sturm is leading a new invasion force, and it'll take advance strategy to stop him!","Genre(s): Strategy, Turn-Based, Sci-Fi",89,8.8,Intelligent Systems,N/A,"Jun 24, 2003",E
AERO THE ACRO-BAT,"Little seems to have been lost in the translation from the 1993 original, but then again, it was a mediocre game to begin with.","Genre(s): Action, Platformer, 2D",71,7.5,Atomic Planet Entertainment,N/A,"May 14, 2002",E
AGGRESSIVE INLINE,"Aggressive Inline pushes your inline skating skills to the limit with a new Juice Meter, challenging objectives, and expansive levels. You can choose from an array of professional inline skaters--including Jaren Grob, Chris Edwards, and Shane Yost--and showcase your talent in various interactive skate parks. Perform a variety of manuals, grinds, big-air tricks, wall flips, hand plants, and more, to build up your Juice Meter and avoid elimination. Aggressive Inline also includes a Park Editor that lets you design your own skate park, complete with rails, ramps, and pipes.","Genre(s): Sports, Alternative, Skating",75,tbd,Full-Fat,N/A,"Aug 27, 2002",E
AIRFORCE DELTA STORM,"Strap into your cockpit and blast through the gut-wrenching world of flight combat. Your adrenaline pumps as machine gun fire pelts off your tail, you execute back-breaking barrel rolls and experience dog-fighting action. Take your pick of over 70 planes, including military fighters rendered from actual aircraft. With a full range of extreme missions to numb your senses, AirForce Delta Storm pushes your Game Boy Advance to the sky!","Genre(s): Action, Shooter, Scrolling",71,tbd,Konami,N/A,"Sep 16, 2002",E
ALEX RIDER: STORMBREAKER,"Embrace the role of Alex Rider to out-spy, outwit and out-cool evil. Based on the teen spy movie, Alex Rider: Stormbreaker starring Mickey Rourke, Alicia Silverstone and Ewan McGregor, the video game captures all the excitement and suspense of Anthony Horowitz's best-selling novel about teenage superspy Alex Rider. Game play includes combat, stealth missions, vehicles and the use of gadgets to achieve mission objectives. Explore Ian Rider's house, the breaker's yard, MI6's secret Liverpool Street headquarters, M16's training facilities and Darius Sayle's complex. Players obtain mission briefings from Mrs. Jones and Alan Blunt before they go undercover, improve their problem-solving skills at M16's top training camp and receive spy gadgets from Smithers to aid them in combat, navigation and unlocking special mini games.","Genre(s): Action, General",37,2.8,Razorback Developments,N/A,"Oct 2, 2006",E10+
ALIENATORS: EVOLUTION CONTINUES,"You thought you'd rid the Earth of the aliens. But now they're back, and the evolution of hostile life-forms continues. Lucky for Earth, the Alienators are on the job. Use all the alien-butt-kicking science within your grasp to battle the Genus... before this evil evolves to a state of total supremacy and succeeds in global domination!","Genre(s): Action, General",54,8.4,Digital Eclipse,N/A,"Nov 13, 2001",N/A
ALL GROWN UP! EXPRESS YOURSELF,"Finally a game made just for girls! Help Angelica with the school newspaper, sing a song with Susie, put together stylin' outfits with Lil, swap information with your best friends, take a vote on a hot topic or use the PDS function to plan your busy week!","Genre(s): Miscellaneous, Party",49,7.8,Altron,N/A,"Oct 19, 2004",E
ALL-STAR BASEBALL 2003,Anyone who wants a dose of hardball on the go or a solid sports game to play with friends would do well to pick this one up.,"Genre(s): Sports, Traditional, Baseball, Sim",77,tbd,Software Creations,N/A,"May 31, 2002",E
ALL-STAR BASEBALL 2004 FEATURING DEREK JETER,"Not only does All-Star Baseball 2004 simulate professional baseball, but it also gives you a look into baseball's history and homes. Now, in addition to today's baseball stars, you can play history's greatest players, from the MLB to the Negro Leagues. Take a panoramic tour of each stadium while learning about interesting facts and features. If you're new to the game, all-star Derek Jeter will guide and instruct you in the new Rookie mode tutorial.","Genre(s): Sports, Traditional, Baseball, Sim",73,tbd,Acclaim Studios Manchester,N/A,"Feb 23, 2003",E
ALTERED BEAST: GUARDIAN OF THE REALMS,"Zeus, creator and ruler of the guardians of the gates, raises you from your grave! To this end you must go forth and defeat a new, unknown evil that has been ravaging the universe to collect the keys and essence of each world.","Genre(s): Action, Beat-'Em-Up",63,6.0,3d6 Games,N/A,"Nov 23, 2002",T
AMERICAN BASS CHALLENGE,Hook up with the biggest bass in this ultimate rod n' reel challenge. The most thrilling fishing experience you'll get on 32 bits!,"Genre(s): Sports, Nature, Fishing",69,7.5,Starfish,N/A,"Dec 5, 2001",N/A
AMERICAN IDOL,"Complete with a computer generated Randy Jackson, Paula Abdul, and Simon Cowell, with trademark insults, American Idol is a music-based, rhythm-action game that will allow you to create, style, and train a contestant for the competition. Once styled and trained you'll see your contestant progress through the auditions, various heats, and then, hopefully, make it to the grand final. You'll need quick fingers as you match the right combination of buttons to what's displayed on the screen helping your contestant sing a sweet harmony and dance to the rhythm of the song. Get it wrong and your voice fades and goes out of tune as the judges and later the audience grow unsettled.","Genre(s): Miscellaneous, Rhythm, Music",N/A,4.8,Mobius Entertainment,N/A,"Nov 18, 2003",E
"ANIMANIACS: LIGHTS, CAMERA, ACTION!","Those wacky Animaniacs are taking over the studio! Help Wakko, Yakko, Dot, Pinky, and the Brain create three all-new movies on time and within budget. They better deliver before the director yells ""cut""...or it's back to the water tower for good!","Genre(s): Action, Platformer, 3D",43,tbd,Warthog,N/A,"Nov 13, 2005",N/A
ARMY MEN ADVANCE,"Plastro, the infamous leader of the Tan Army, has recruited alien forces from another world to aid in his ongoing war against the Green Nation. It's up to Sarge and Vikki G. to jump into action to save their troops from a variety of unknown enemies, and then track down Plastro himself for a final confrontation!","Genre(s): Action, Shooter, Third-Person, Fantasy",57,8.0,DC Studios,N/A,"Jun 10, 2001",E
ARMY MEN: OPERATION GREEN,The Green Army face off against the Tan Army yet again. The game plays from a top-down perspective and has five different environments.,"Genre(s): Action, General",N/A,7.8,Pocket Studios,N/A,"Dec 2, 2001",E
AROUND THE WORLD IN 80 DAYS,"Based on the new movie by Walden Media, Around the World in 80 Days takes you on a series of adventures. The story begins when the inventor Phileas Fogg takes on a bet against his nemesis, Lord Kelvin, that he can travel around the world in 80 days. As Passepartout, Fogg's French valet, you must accompany Fogg on a journey that begins in the streets of London and continues in Paris, Turkey, India, China, the western US deserts, and New York. Your mission is to help your companions safely pass through exotic locations, while overcoming dangerous obstacles and enemies.","Genre(s): Action Adventure, Modern",40,6.2,Saffire,N/A,"Jul 5, 2004",E
ARTHUR AND THE INVISIBLES,"The game Arthur and the Invisibles is based on the film of the same name, and has you utilizing the skills of a trio of unique characters to solve puzzles and succeed in combat.","Genre(s): Action Adventure, Fantasy",N/A,tbd,Mistic Software,N/A,"Jan 9, 2007",E
ASTRO BOY: OMEGA FACTOR,"Join Astro, the robotic superhero with a human mind, in a quest to reunite the robotic race with humans. Astro uses his seven super abilities to face off against the likes of Atlas, Blue Knight, and more than 40 other characters. The game brings classic 2D gaming to the Game Boy Advance along with an original seven-episode story. Playing as Astro Boy, you'll learn about justice, compassion, evil, courage, and the history of Astro Boy--all while building Astro's Omega Factor and strengthening his character and superhuman abilities.","Genre(s): Action, Shooter, Scrolling",85,8.7,Hitmaker,N/A,"Aug 18, 2004",E
ATARI ANNIVERSARY ADVANCE,"Atari® presents 6 of the best arcade games ever made, mega-hits that launched the video game revolution -- Asteroids®, Battlezone®, Centipede®, Missile Command®, Super Breakout® and Tempest™. Each game is reproduced down to the last detail, and each one is just as easy and fun to play. Whether you're a diehard fan or a competitive newcomer, you've got to play the games that started it all!","Genre(s): Miscellaneous, Compilation",75,tbd,Digital Eclipse,N/A,"Mar 25, 2002",E
ATOMIC BETTY,"Betty has a lot more to handle than most little girls. To her friends and family, she is your average, girl-next-door, but when the galaxy beckons, she becomes Atomic Betty, Galactic Guardian and Defender of the Cosmos. With the help of her trusty sidekicks, Sparky and X-5, Betty must save the galaxy from the evil Maximus I.Q., while at the same time saving her reputation on Earth from the scheming of her archrival, Penelope. ""Atomic Betty's"" five playable characters, rocket ship travel, selectable gadgets and weapons, and fast-paced story bring the cartoon hit to life.","Genre(s): Action, Platformer, 2D",62,7.9,Big Blue Bubble Inc.,N/A,"Oct 25, 2005",N/A
ATV: QUAD POWER RACING,"Features 10 unique and challenging tracks and environments; 9 different tricked-out ATVs to chose from; 3D ATVs, riders and environments, as real as it gets on a hand-held. Take on the competition in Arcade and Challenge game modes and 3 different classes of ATVs: Stock, Pro and Open.","Genre(s): Driving, Racing, Rally / Offroad",49,8.5,Tantalus,N/A,"Aug 20, 2002",E
AVATAR: THE LAST AIRBENDER,"Water. Earth. Fire. Air.

Are you ready to face your destiny?

Journey through 6 exotic locations filled with adventure to help Aang fulfill his destiny to master the bending arts and become the Avatar - for only the Avatar can stop the ruthless might of the Fire Nation! Defeat hordes of bizarre enemies and perform noble deeds on your quest to save the world.","Genre(s): Action Adventure, Fantasy",64,8.6,AWE Games,N/A,"Oct 10, 2006",E
BACK TO STONE,"Back to Stone follows the adventure of the unwitting subject of horrible magical experiments. Following the conquest of his world by a race of demons, the hero became a guinea pig for the demons. Now a hybrid, half demon, half human; in exchange he has gained the ability to transform flesh to stone with his hands, making him one of the few on the planet capable of defeating the demons on their own terms.","Genre(s): Role-Playing, Action RPG",54,tbd,Hidden Floor,N/A,"Dec 15, 2006",E
BACKTRACK,"Domingoaniax and his army of mutants and robot soldiers have taken control of the secret moon base. For months these aliens have been abducting humans and assimilating them into an army of droids that can be used to overwhelm Earth. As our last hope, you must help Jim Track infiltrate the moon base and succeed where many others before him have failed. Destroy every alien or assimilated human you encounter, port back as many unassimilated humans from the pods as possible, and then trigger the self-destruct sequence to terminate the moon base and the remaining aliens.","Genre(s): Action, Shooter, First-Person, Sci-Fi",N/A,6.8,JV Games Inc.,N/A,"Oct 4, 2001",T
BACKYARD BASKETBALL,"Kid versions of NBA stars join the Backyard Kids in Backyard Basketball. Play as your favorite NBA players, including Yao Ming, Tim Duncan, and Kevin Garnett in pulse-pounding three-on-three basketball action. While these NBA stars and Backyard Kids are small, they can still hit devastating jump shots, grab opening tips, nail buzzer-beating three-pointers, and perform super dunks. With a Season Play mode, awesome power-ups, and all-new 3D environments and details, backyard basketball never looked so good.","Genre(s): Sports, Traditional, Basketball, Sim",N/A,8.3,Mistic Software,N/A,"Sep 22, 2004",E
BACKYARD FOOTBALL 2006,"Backyard Football 2006 brings kid-sized professional football players and the ""backyard kids"" together for another go-round of arcade football.","Genre(s): Sports, Traditional, Football, Arcade",N/A,tbd,Humongous Entertainment,N/A,"Oct 18, 2005",N/A
BACKYARD HOCKEY,"Skate, shoot, and score with the Backyard Kids and kid versions of the hottest NHL pros. You can control all of the action in this hockey game. Build your own team from 30 Backyard Kids and ten NHL pros, including Mike Modano, Jaromir Jagr, Martin Brodeur, Paul Kariya, and Jarome Iginla. After choosing your players, select an awesome rink, and zoom down the ice. With zany power-ups and a fun Backyard Sports excitement, Backyard Hockey provides fun, speedy, end-to-end action.","Genre(s): Sports, Traditional, Ice Hockey, Arcade",N/A,tbd,Mistic Software,N/A,"Oct 9, 2003",E
BACKYARD SPORTS BASEBALL 2007,"Create your own team, and control every wacky pitch, clutch hit, and sprint for home. With players like Alex ""A-Rod"" Rodriguez, secret pros to unlock and amazing power-ups, kids can play big-league ball right in their own backyard. An all-star MLB lineup: Carlos Delgado, Alfonso Soriano, Nomar Garciaparra, Alex Rodriguez, Ichiro, Albert Pujols, Eric Gagne, Pedro Martinez, Ivan Rodriguez and Vladamir Guerrero.","Genre(s): Sports, Traditional, Baseball, Arcade",N/A,tbd,Humongous Entertainment,N/A,"Jun 12, 2006",E
BACKYARD SPORTS FOOTBALL 2007,"Backyard Football 2007 brings kid-sized professional football players and the ""backyard kids"" together for another go-round of arcade football.","Genre(s): Sports, Traditional, Football, Arcade",N/A,tbd,Humongous Entertainment,N/A,"Sep 26, 2006",N/A
BALDUR'S GATE: DARK ALLIANCE,"Baldur's Gate: Dark Alliance is an action RPG with an epic tale of intrigue, explosive spell effects, and highly detailed creatures and environments. You play a one of three customizable characters, who returns to Baldur's Gate and joins the fight against the darkness that threatens its peace. Baldur's Gate: Dark Alliance is the first game to feature the real time application of the Dungeons & Dragons 3rd Edition rules.","Genre(s): Role-Playing, Action RPG",76,7.9,Magic Pockets,N/A,"Feb 10, 2004",T
BALLISTIC: ECKS VS. SEVER II,"Ex-FBI agent Ecks and Ex-NSA operative Sever are back in another actio nfilled game. Freedom has been compromised and Ecks and Sever are pitted against each other as pawns in the underground trade of nuclear weapons. With little time to save the world from nuclear holocaust, every mission is the most important. Have you got what it takes?","Genre(s): Action, Shooter, First-Person, Sci-Fi",72,6.0,Crawfish Interactive,N/A,"Sep 14, 2002",N/A
BANJO-KAZOOIE: GRUNTY'S REVENGE,"Gruntilda is back, and it's up to Banjo and Kazooie to stop her master plan. In Banjo-Kazooie: Grunty's Revenge, you'll play as Banjo and follow him through six worlds rife with trials and contests. Some of the challenges you must overcome include solving puzzles, avoiding obstacles, and battling different enemies. Defeat your foes by using Banjo's array of combat moves. You can also seek help from witch doctors, who can transform Banjo into a mouse, a tank, and other creatures.","Genre(s): Action, Platformer, 2D",72,7.9,Rare Ltd.,N/A,"Sep 10, 2003",E
BANJO-PILOT,"Banjo Pilot is a kart-style racing game which was originally slated to become ""Diddy Kong Pilot."" It features at least eight characters from the Banjo-Kazooie series, each with its own aircraft and storyline, including Banjo, Mumbo Jumbo, Humba Wumba, Guntilda, Klungo, Jolly Roger and Kazooie. The game includes link cable support for up to four players.","Genre(s): Driving, Racing, Kart",68,6.1,Rare Ltd.,N/A,"Jan 12, 2005",E
BARBIE AND THE MAGIC OF PEGASUS,"You can play the role of Princess Annika in Barbie and the Magic of Pegasus. The evil wizard Wenlock has cast a spell on the kingdom, and it is up to you to find the Wand of Light and break the spell. With the help of your pet polar bear cub and your magical winged horse, you can solve puzzles and play through fun games on your way to finding Wenlock and to saving the kingdom.","Genre(s): Action, General",N/A,tbd,WayForward,N/A,"Sep 6, 2005",N/A
BARBIE AS THE PRINCESS AND THE PAUPER,"In her new adventure, Barbie takes on two roles--Erika and Princess Anneliese. Based on the classic story The Prince and the Pauper, this game follows Erika as she tries to prove that she's worthy to be crowned queen. With the help of Princess Anneliese, you must help Erika move through the game's unique environments and settings--the village, castle, and forest--so that she is fully prepared for the coronation ceremony and her role as queen. Showcase Erika's best qualities by helping villagers, solving puzzles, and completing creative tasks.","Genre(s): Adventure, General",N/A,6.0,WayForward,N/A,"Sep 12, 2004",E
BARBIE GROOVY GAMES,This is a collection of mini games starring Barbie.,"Genre(s): Miscellaneous, Party",47,7.0,Digital Illusions,N/A,"Sep 4, 2002",N/A
