title,description,genres,meta_score,user_score,developer,platform,release_date,rating
ASSASSIN'S CREED SYNDICATE,"London. 1868. The Industrial Revolution. An age of invention and prosperity, built on the backs of working class slaves. Play as gangster assassin Jacob Frye or his twin sister Evie as you recruit your gang to fight for justice on behalf of the oppressed working class. Lead the underworld to take back London in a visceral adventure filled with action, intrigue and brutal combat.","Genre(s): Action Adventure, Open-World",N/A,8.5,Ubisoft Quebec,Stadia,"Dec 16, 2020",M
ASSASSIN'S CREED UNITY,"Paris, 1789. The French Revolution turns a once-magnificent city into a place of terror and chaos. Its cobblestone streets run red with the blood of commoners who dared to rise up against the oppressive aristocracy. As the nation tears itself apart, a young man named Arno will embark on an extraordinary journey to expose the true powers behind the Revolution. His pursuit will throw him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin.

Introducing Assassin's Creed Unity, the next-gen evolution of the blockbuster franchise powered by an all-new game engine. From the storming of the Bastille to the execution of King Louis XVI, experience the French Revolution as never before, and help the people of France carve an entirely new destiny.","Genre(s): Action Adventure, Open-World",N/A,8.9,Ubisoft Montreal,Stadia,"Dec 16, 2020",M
ASSASSIN'S CREED VALHALLA,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]","Genre(s): Action Adventure, Open-World",N/A,7.3,Ubisoft Montreal,Stadia,"Nov 10, 2020",M
ASSASSIN'S CREED VALHALLA: TOMBS OF THE FALLEN,"Adventure calls and those curious enough to answer will find the all-new Tombs of the Fallen. In these puzzle-focused tombs, you'll delve into vast, hidden subterranean caverns to be rewarded with tales of mystery, history, and irresistible loot. Use your parkour abilities to make your way through these tombs filled with danger -- watch out for traps and poison! Observe and explore your surroundings, and solve environmental puzzles to acquire time-forgotten treasures. Scattered across England, these sprawling dungeons will be available from the moment you unlock your settlement, with no other prerequisites needed besides your ability to track them all down. For the achievement hunters, you can unlock two new trophies -- Spelunker and Crypt-ologist -- by completing one and three Tombs of the Fallen, respectively.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft Montreal,Stadia,"Nov 9, 2021",N/A
ASTEROIDS: RECHARGED,"The original space shooter warps to the modern era! Asteroids: Recharged has been reimagined for modern gameplay, with vibrant visuals, powerful new abilities, and another original soundtrack from award-winning video game composer Megan McDuffee.

Asteroids: Recharged creates a familiar, but revitalized and modern challenge to both old school and new high score chasers. And 30 unique and creative challenge levels take the space shooting game play into new territory, complete with local and global leaderboards.

An entirely new collection of power-ups -- including spread shots, rail guns, reflector shields, and more -- will help stave off splintering asteroids and aggressive UFOs. Co-op play lets you play with a friend, and ramps up the intensity as players do their best to coordinate and survive.","Genre(s): Action, Arcade",N/A,tbd,Adamvision Studios,Stadia,"Sep 20, 2022",N/A
ATTACK ON TITAN 2: FINAL BATTLE,"""Attack on Titan 2: Final Battle Upgrade Pack"" contains the latest content for the tactical hunting action series based on the hit anime series ""Attack on Titan"".

Includes the stories from seasons 1~3 of the anime!

More than 40 playable characters join the battle!

Experience the thrilling action of ""ODM Gear""!

New equipment ""Thunder Spear"" and ""Anti-personnel Omni-directional Mobility Gear"" have been added!

The new mode ""Territory Recovery Mode"" has been added!","Genre(s): Action, Action Adventure, General",N/A,8.3,Omega Force,Stadia,"Nov 19, 2019",N/A
AVICII INVECTOR,"Soar through vocal melodies, sweep each fade and attack every beat in 25 of AVICII's biggest hits, in this enthrolling futuristic rhythm-action experience - AVICII Invector. Fly solo or bring the pulse-pounding frenetic energy of an AVICII concert to your living room with your friends in competitive gameplay.","Genre(s): Action, Rhythm, Music",N/A,6.7,Wired Productions,Stadia,"Mar 1, 2021",T
A PLACE FOR THE UNWILLING,"A branching narrative adventure set in the final 21 days of a dying city. Every decision you make will shape your surroundings, and the city's fate. However, the clock is ticking - and the city carries on, with or without you. Speak to everyone from eerie politicians to chain-smoking child anarchists. Work as a trader, socialise, explore the town freely, and play a role in the city's hierarchy. Combining exquisite narrative depth and exploration with a curious setup - plus a dash of Lovecraft - A Place for the Unwilling is a rich narrative experience where player choices really do count, set in a Dickensian world of colour and Eldritch nightmares.","Genre(s): Adventure, General",N/A,7.0,AlPixel Games,Stadia,"Feb 25, 2021",M
ADVENTURE TIME: PIRATES OF THE ENCHIRIDION,"It's Adventure Time! Finn and Jake have saved the Land of Ooo more times than they can count -- but, this time, they might be in over their heads. Somebody's up to bad biscuits. They got their hands on another Enchiridion, and they've somehow used it to flood the Land of Ooo. Help Finn and Jake as they take to the high seas to solve this latest mystery and save the kingdoms of Ooo in this all-new third-person puzzle adventure. Freely explore unknown waters and familiar kingdoms with your crew of Adventure Time buddies. Unleash your heroes' unique abilities in exciting tactical battles on land and sea, and interrogate pirates and other suspicious characters as you try to figure out what son of a blee blop is behind this disastrous series of events.","Genre(s): Role-Playing, Action Adventure, Japanese-Style, Open-World",N/A,tbd,Climax Studios,Stadia,"Mar 25, 2022",E10+
ARK: SURVIVAL EVOLVED,"As a man or woman stranded naked, freezing and starving on the shores of a mysterious island called ARK, you must hunt, harvest resources, craft items, grow crops, research technologies and build shelters to withstand the harsh elements. Use your cunning and resources to kill or tame & breed the leviathan dinosaurs and other primeval creatures roaming the land, and team up with or prey on hundreds of other players to survive, dominateand escape!

FEATURES:

* Use cunning strategy and tactics to tame, train, ride and breed the 100+ dinosaurs and other primeval creatures roaming the dynamic, persistent ecosystems across land, sea, air, and even underground.

* Build your character's strengths and gain items, skills, and pet creatures using in-depth role-playing systems.

* Start a tribe with hundreds of other players to survive and dominate competing tribes...and ultimately discover ARK's true purpose.

* Build a fire or shelter, then craft customizable clothing & armors to help protect against damage and extreme temperatures on your way to unlocking advanced technologies and equipment.

* Chop down trees and mine metal and other precious resources to build massive multi-leveled structures composed of complex snap-linked parts.","Genre(s): Action Adventure, Survival, Sandbox",N/A,6.8,War Drum Studios,Stadia,"Sep 1, 2021",T
ARY AND THE SECRET OF SEASONS,"Ary and the Secret of Seasons is an award-winning adventure game following a young girl named Aryelle, or Ary, as she journeys across the great world of Valdi. By becoming the Guardian of Winter, Ary gains the ability to manipulate the seasons around her. Ary will learn to control the seasons and use them to defeat enemies, overcome obstacles, and solve complex puzzles on her adventure across Valdi.

Long ago, the world of Valdi was threatened by an evil mage. After a great struggle, he was defeated by the Legendary Warrior and sealed inside the Vault, imprisoned for all eternity. To ensure the mage's imprisonment, four great sages swore to keep watch and protect the Vault. They formed the original Guardians of Seasons, a secretive organization now steeped in history and legend.

After a mysterious force throws the seasons of Valdi into disarray, Ary decides to assist the Guardians of Seasons and sets out to find the source of the mayhem. Using her wits and courage, Ary will have to overcome monstrous enemies, secret plots, and stuffy traditions to save Valdi and bring balance to the world once more.","Genre(s): Action Adventure, General",N/A,6.1,Exiin,Stadia,"Nov 5, 2020",E10+
ASSASSIN'S CREED III REMASTERED,"Ignite the revolution. The American, 1775. As a Native American assassin fights to protect his land and his people, he will ignite the flames of a young nation's revolution.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft,Stadia,"Dec 14, 2021",M
ASSASSIN'S CREED IV: BLACK FLAG,"It is 1715. Pirates rule the Caribbean and have established a lawless pirate republic. Among these outlaws is a fearsome young captain named Edward Kenway. His exploits earn the respect of pirate legends like Blackbeard, but draw him into an ancient war that may destroy everything the pirates have built.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft,Stadia,"Sep 14, 2021",M
ASSASSIN'S CREED LIBERATION HD,"Liberation is set in New Orleans between 1765 and 1780, in the period between the end of the French and Indian War, up to the middle of the American Revolution. The game tells the story of Aveline; a female Assassin of mixed French and African heritage. Brought up in a world of privilege and contrasts, Aveline becomes a strong willed woman and an avid opponent of slavery.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft Sofia,Stadia,"Dec 14, 2021",M
ASSASSIN'S CREED ODYSSEY,"Write your own epic odyssey and become a legendary Spartan hero. Forge your destiny in a world on the brink of tearing itself apart. Influence how history unfolds in an ever-changing world shaped by your choices.

Features:

* LEGENDARY SPARTAN HERO - Embark on your journey from outcast to legendary Spartan hero.
* ANCIENT GREECE AWAITS - Explore an entire country full of unexpected encounters in untamed environments and bustling ancient cities.
* CHOOSE YOUR PATH - Your choices shape the world around you. Play in a living world that constantly reacts to your every decision.
* FIGHT EPIC BATTLES - Charge into epic clashes between Sparta and Athens in battles pitting 150v150 soldiers against each other.
* SAIL THE AEGEAN SEA - Recruit crewmembers and customize your ship as you explore and battle your way on the open seas.","Genre(s): Action Adventure, Open-World",N/A,7.5,Ubisoft,Stadia,"Nov 19, 2019",M
ASSASSIN'S CREED ORIGINS,"Set in mysterious Ancient Egypt, Assassin's Creed Origins is a new beginning. Experience a new way to fight while exploring the great pyramids and hidden tombs across the country of Ancient Egypt. Live emotional and memorable adventures along your journey and discover the origin story of the Assassin's Brotherhood.","Genre(s): Miscellaneous, Action Adventure, Edutainment, Open-World",N/A,7.7,Ubisoft Montreal,Stadia,"Dec 16, 2020",M
ASSASSIN'S CREED ROGUE REMASTERED,"The darkest chapter of the Assassin's Creed franchise, Assassin's Creed Rogue has been remastered for Xbox One and PlayStation 4 system, now featuring 4K resolution on Xbox One X and PlayStation 4 Pro (1080p on Xbox One and PS4 system), high-resolution textures, and improved shadows and lighting in addition to several other graphical enhancements.

18th century, North America. Amid the chaos and violence of the French and Indian War, Shay Patrick Cormac, a fearless young member of the Assassin Brotherhood, undergoes a dark transformation that will forever shape the future of the colonies. After a dangerous mission gone tragically wrong, Shay turns his back on the Assassins who, in response, attempt to end his life. Cast aside by those he once called brothers, Shay sets out on a mission to wipe out all who turned against him, to ultimately become the most feared Assassin hunter in history.

In Assassin's Creed Rogue Remastered, you will experience the slow transformation from Assassin to Assassin hunter. Follow your own creed and set off on an extraordinary journey through New York City, the wild river valley, and far away to the icy cold waters of the North Atlantic in pursuit of your ultimate goal to bring down the Assassins for good.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft,Stadia,"Oct 6, 2021",M
ASSASSIN'S CREED SYNDICATE,"London. 1868. The Industrial Revolution. An age of invention and prosperity, built on the backs of working class slaves. Play as gangster assassin Jacob Frye or his twin sister Evie as you recruit your gang to fight for justice on behalf of the oppressed working class. Lead the underworld to take back London in a visceral adventure filled with action, intrigue and brutal combat.","Genre(s): Action Adventure, Open-World",N/A,8.5,Ubisoft Quebec,Stadia,"Dec 16, 2020",M
ASSASSIN'S CREED UNITY,"Paris, 1789. The French Revolution turns a once-magnificent city into a place of terror and chaos. Its cobblestone streets run red with the blood of commoners who dared to rise up against the oppressive aristocracy. As the nation tears itself apart, a young man named Arno will embark on an extraordinary journey to expose the true powers behind the Revolution. His pursuit will throw him into the middle of a ruthless struggle for the fate of a nation, and transform him into a true Master Assassin.

Introducing Assassin's Creed Unity, the next-gen evolution of the blockbuster franchise powered by an all-new game engine. From the storming of the Bastille to the execution of King Louis XVI, experience the French Revolution as never before, and help the people of France carve an entirely new destiny.","Genre(s): Action Adventure, Open-World",N/A,8.9,Ubisoft Montreal,Stadia,"Dec 16, 2020",M
ASSASSIN'S CREED VALHALLA,"Build your own Viking Legend. Become Eivor, a Viking raider raised to be a fearless warrior, and lead your clan from icy desolation in Norway to a new home amid the lush farmlands of ninth-century England. Find your settlement and conquer this hostile land by any means to earn a place in Valhalla. England in the age of the Vikings is a fractured nation of petty lords and warring kingdoms. Beneath the chaos lies a rich and untamed land waiting for a new conqueror. Will it be you? Write Your Viking Saga. Blaze your own path across England with advanced RPG mechanics. Fight brutal battles, lead fiery raids or use strategy and alliances with other leaders to bring victory. Every choice you make in combat and conversation is another step on the path to greatness. Lead Epic Raids. Lead a crew of raiders and launch lightning-fast surprise attacks against Saxon armies and fortresses. Claim the riches of your enemies' lands for your clan and expand your influence far beyond your growing settlement. ENGAGE IN VISCERAL COMBAT. Unleash the ruthless fighting style of a Viking warrior as you dual-wield axes, swords, or even shields against relentless foes. Decapitate opponents in close-quarters combat, riddle them with arrows, or assassinate them with your Hidden Blade. Grow Your Settlement. Your clan's new home grows with your legend. Customise your settlement by building upgradable structures. Unlock new features and quests by constructing a barracks, a blacksmith, a tattoo parlour, and much more. Share Your Custom Raider. Recruit mercenary Vikings designed by other players or create and customise your own to share online. Sit back and reap the rewards when they fight alongside your friends in their game worlds. A Dark Age Open World. Sail across the icy North Sea to discover and conquer the broken kingdoms of England. Immerse yourself in activities like hunting and drinking games or engage in traditional Norse competitions like flyting – or, as it's better known, verbally devastating rivals through the art of the Viking rap battle. [Ubisoft]","Genre(s): Action Adventure, Open-World",N/A,7.3,Ubisoft Montreal,Stadia,"Nov 10, 2020",M
ASSASSIN'S CREED VALHALLA: TOMBS OF THE FALLEN,"Adventure calls and those curious enough to answer will find the all-new Tombs of the Fallen. In these puzzle-focused tombs, you'll delve into vast, hidden subterranean caverns to be rewarded with tales of mystery, history, and irresistible loot. Use your parkour abilities to make your way through these tombs filled with danger -- watch out for traps and poison! Observe and explore your surroundings, and solve environmental puzzles to acquire time-forgotten treasures. Scattered across England, these sprawling dungeons will be available from the moment you unlock your settlement, with no other prerequisites needed besides your ability to track them all down. For the achievement hunters, you can unlock two new trophies -- Spelunker and Crypt-ologist -- by completing one and three Tombs of the Fallen, respectively.","Genre(s): Action Adventure, Open-World",N/A,tbd,Ubisoft Montreal,Stadia,"Nov 9, 2021",N/A
ASTEROIDS: RECHARGED,"The original space shooter warps to the modern era! Asteroids: Recharged has been reimagined for modern gameplay, with vibrant visuals, powerful new abilities, and another original soundtrack from award-winning video game composer Megan McDuffee.

Asteroids: Recharged creates a familiar, but revitalized and modern challenge to both old school and new high score chasers. And 30 unique and creative challenge levels take the space shooting game play into new territory, complete with local and global leaderboards.

An entirely new collection of power-ups -- including spread shots, rail guns, reflector shields, and more -- will help stave off splintering asteroids and aggressive UFOs. Co-op play lets you play with a friend, and ramps up the intensity as players do their best to coordinate and survive.","Genre(s): Action, Arcade",N/A,tbd,Adamvision Studios,Stadia,"Sep 20, 2022",N/A
ATTACK ON TITAN 2: FINAL BATTLE,"""Attack on Titan 2: Final Battle Upgrade Pack"" contains the latest content for the tactical hunting action series based on the hit anime series ""Attack on Titan"".

Includes the stories from seasons 1~3 of the anime!

More than 40 playable characters join the battle!

Experience the thrilling action of ""ODM Gear""!

New equipment ""Thunder Spear"" and ""Anti-personnel Omni-directional Mobility Gear"" have been added!

The new mode ""Territory Recovery Mode"" has been added!","Genre(s): Action, Action Adventure, General",N/A,8.3,Omega Force,Stadia,"Nov 19, 2019",N/A
AVICII INVECTOR,"Soar through vocal melodies, sweep each fade and attack every beat in 25 of AVICII's biggest hits, in this enthrolling futuristic rhythm-action experience - AVICII Invector. Fly solo or bring the pulse-pounding frenetic energy of an AVICII concert to your living room with your friends in competitive gameplay.","Genre(s): Action, Rhythm, Music",N/A,6.7,Wired Productions,Stadia,"Mar 1, 2021",T
BEN 10: POWER TRIP,"Ben and his family are enjoying their European vacation... until evil magician Hex unleashes the power of four mysterious crystals! Only Ben 10 can break the curse so get ready to transform into powerful aliens to battle enemies, solve puzzles and freely explore an exciting 3D world. It's hero time!

With Gwen and Grandpa Max on your side, all the humor and rivalry from the Cartoon Network show is here. And since four arms are better than two, Kevin Levin is along for the adventure in local split-screen co-op. This is one Power Trip you'll want to take again and again.","Genre(s): Action, Platformer, 3D",N/A,tbd,PHL Collective,Stadia,"Oct 21, 2021",E10+
BLACK WIDOW: RECHARGED,"The original cult classic arachnid-starring, twin-stick shooter returns! Just in time for Halloween, Black Widow: Recharged has been reimagined for modern gameplay, with vibrant visuals, powerful new abilities, and another original soundtrack from award-winning video game composer Megan McDuffee.

Aim for a high score in the old school arcade mode and earn bragging rights with your name at the top of the leaderboard. Or test your skills and rank on the boards in one of 30 intensely creative challenges, which twist the gameplay in new and exciting ways.

Collect cash from downed enemies to charge a powerful web blast, or pick up one of a dozen new power-ups including explosive blasts, spread-shots, and fear, trapping all enemies in your web. Every mode and level is playable in local co-op mode with a friend.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",N/A,tbd,Adamvision Studios,Stadia,"Sep 20, 2022",N/A
BLAZE AND THE MONSTER MACHINES: AXLE CITY RACERS,"On your marks, get ready to race with Blaze and his monster machine friends!

From Axle City's colorful streets to the awesome Monster Dome stunt track, the world of Blaze is yours to explore!

So buckle your seatbelts and take control of Blaze, Pickle, Darington, Zeg, Starla, Stripes... and even cheating Crusher! It's time to race at blazing speed and go for the championship or compete with up to 4 players in couch split-screen mode!

The fun keeps on rolling. You can boost, drift, jump and pull off stunts around amazing tracks like Race to Eagle Rock, Stuntmania, and more! Power-up with the Wrench to activate your character's unique skill and outsmart the competition.

Customize Blaze and his friends in the garage. And with STEM education features, plus accessible control options like Auto-Drive Helper, younger players will have a blast discovering as they race for glory!","Genre(s): Racing, Arcade, Automobile",N/A,tbd,3d Clouds,Stadia,"Oct 1, 2021",E
BLOODSTAINED: RITUAL OF THE NIGHT,"You are Miriam, an orphan scarred by an alchemist curse which slowly crystallizes your skin. You must battle your way through a demon-filled castle summoned by Gebel, your old friend whose body has become more crystal than flesh.

* Exploration: Bloodstained's story unfolds as you explore Gebel's hellish castle; a sprawling structure that features a variety of locations. As you explore the massive castle you'll find warp gates that will allow you to travel quickly without having to backtrack too much.
* RPG Elements: It's not an Igavania without leveling, and Bloodstained will be no exception. In addition to the classic elements everyones come to expect, enemies in Bloodstained will drop a wide variety of items, materials, and magi-crystals necessary to create the items that will get you safely through Gebels castle.
* Crafting: As you explore, fight enemies, and complete quests you will gain experience and become more powerful, acquiring a variety of weapons along the way. Enemies will also drop materials you can use to craft new weapons and abilities using Miriam's training in alchemy.","Genre(s): Action, Role-Playing, Platformer, Action RPG, , Metroidvania",N/A,8.4,ArtPlay,Stadia,"Jul 6, 2021",T
BLUE FIRE,"Embark on an extraordinary adventure through the perished world of Penumbra to explore unique temples filled with increasingly difficult 3D platforming challenges, diverse enemies, quests, collectibles, and more. Slash daunting adversaries, leap through deadly traps and master the art of movement.","Genre(s): Action, Platformer, 3D",N/A,7.1,Robi Studios,Stadia,"Jun 1, 2021",E10+
BORDERLANDS 3,"The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters. Play solo or with friends to take on insane enemies, score loads of loot and save your home from the most ruthless cult leaders in the galaxy.

A MAYHEM-FUELED THRILL RIDE
Stop the fanatical Calypso Twins from uniting the bandit clans and claiming the galaxy's ultimate power.

YOUR VAULT HUNTER, YOUR PLAYSTYLE
Become one of 4 new Vault Hunters, each with deep skill trees, abilities and customization.

LOCK, LOAD, AND LOOT
With bazillions of guns and gadgets, every fight is an opportunity to score new gear.

NEW BORDERLANDS
Discover new worlds beyond Pandora, each with unique environments and enemies.

QUICK & SEAMLESS CO-OP ACTION
Play with anyone at any time online or in split-screen co-op, regardless of your level or mission progress.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,7.0,Gearbox Software,Stadia,"Dec 17, 2019",M
BORDERLANDS 3: DESIGNER'S CUT,"In the Designer's Cut, you’ll get an additional Skill Tree for each Vault Hunter and a brand-new game mode called Arms Race.","Genre(s): Action, Shooter, First-Person, Arcade",N/A,8.2,Gearbox Software,Stadia,"Nov 10, 2020",N/A
