title,description,genres,meta_score,user_score,developer,platform,release_date,rating
ADVENTURE PARTY: CATS AND CAVERNS,"Like a tabletop RPG without the table. Every party should be an adventure!

Old school tabletop RPGs too overwhelming? This gives a similar experience without all the setup that is usually needed. Adventure Party is a unique story driven role playing party game where one player plays as the Storyteller. The Storyteller uses the Wii U GamePad to control the world and interact with the other players. This is done like a tabletop, pen and paper, RPG allowing all players to focus on Role Playing. The other players are the Adventurers and when they interact with the world they need to interact with the Storyteller. The Storyteller takes on the role of a villager, shop keep, enemy, or anyone else the adventurers interact with. This allows the storyteller to tailor the story and comedy of the situation to fit their friends. This creates unique and hilarious situations as the Storyteller guides their friends through the story on an epic quest to save the world! The Adventurers will need to remain together and make decisions as a group in order to succeed.","Genre(s): Role-Playing, General, Western-Style",N/A,tbd,E-Regular Games LLC,Wii U,"Aug 18, 2016",E10+
ADVENTURE TIME: EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,Adventure Time: Explore the Dungeon Because I DON'T KNOW has you save the Candy Kingdom by exploring the mysteries surrounding a massive Secret Royal Dungeon deep below the Land of Ooo.,"Genre(s): Action Adventure, Fantasy, General, Fantasy",40,5.7,WayForward,Wii U,"Nov 19, 2013",N/A
ADVENTURE TIME: FINN & JAKE INVESTIGATIONS,"Adventure Time: Finn and Jake Investigations is an all-new, real-time, fully 3D action-oriented twist on the classic story-driven graphic adventure game. Finn and Jake decide to carry on the profession of Finn's foster parents, who were Professional Investigators. Confronted with mysterious Land of Ooo disappearances and strange events, players will interrogate colorful inhabitants, dispatch evil doers in fast-paced combat, solve mind-bending puzzles, explore new and familiar locations, and genuinely feel as if they have stepped into their own personal episode of Adventure Time.","Genre(s): Adventure, 3D, Third-Person",N/A,6.9,Vicious Cycle,Wii U,"Oct 20, 2015",N/A
ADVENTURES OF PIP,"Play as the Ultimate Digital Underdog!

Adventures of Pip, is an action-platformer with a fresh gameplay twist inside a retro 32-bit world. Alas, Pip is an unlikely 1-pixel hero yet has the unique ability to absorb the pixels of his defeated enemies to evolve into three different forms. Players will skillfully switch between these three forms while exploring five worlds on an epic 10-hour campaign to defeat the Skeleton Queen.

FEATURES:
-Switch between three different evolution forms to complete each level. Each form has its own advantages and disadvantages.
-Travel through different lands in search of the Skeleton Queen. Each land has different obstacles that will require you to switch between your forms.
-Rescue trapped villagers inside the levels. Different villagers can open up new shops in the village Aiding Pip in his quest.
-Fight unique epic bosses in the world using your different forms. Remember bigger isnt always better.
-Use your Wii U GamePad controller to access your inventory quickly or to fast travel throughout the land.","Genre(s): Action, Platformer, 2D",78,7.7,TicToc Games,Wii U,"Jun 4, 2015",E10+
AENIGMA OS,"Puzzle game with skill, not luck. Innovative, deep and lengthy.

Looking for a puzzle game all about skill, rather than luck?

Aenigma Os may look familiar, but plays like nothing else youve seen before. Innovative gap-based matching, and refills controlled by you, the player, add layers of depth beyond anything else out there.

Plan ahead, move key pieces to where you need them, and go up against hundreds of levels, puzzles and varied modes. Oh and MULTIPLAYER to boot!

With great gameplay and scores of hours of content, not to mention banging tunes and beautiful, animated backgrounds, whats not to like?","Genre(s): Puzzle, Matching",N/A,tbd,Akies Games,Wii U,"Sep 15, 2016",E
AFFORDABLE SPACE ADVENTURES,"Affordable Space Adventures is a 2.5D side scrolling spaceship simulator. You are using the GamePad as a Heads Down Display - spaceship cockpit, and you have to configure all the systems in order to fly around undetected on an alien planet. You can either pilot the Small Craft TM solo, or fly as a crew of 2 to 3 players, requiring a lot of communication between the players.","Genre(s): Scrolling, Action, Shooter, Shoot-'Em-Up, Vertical, Horizontal",81,8.1,KnapNok Games,Wii U,"Apr 9, 2015",E
ALICE IN WONDERLAND,"Explore a wonderful new world. Meet colorful characters. Choose your own adventure.

Experience a new visualization of Lewis Carroll, Alice's Adventures in Wonderland (originally released in 1865). View the full unaltered story that has been discussed by scholars for generations. Discover unique and original characters in the amazing world of Wonderland. Wonderful thrills for your heart and mind await in this timeless tale.","Genre(s): Miscellaneous, Edutainment",N/A,tbd,Brave Rock Games,Wii U,"Sep 1, 2016",E
ALPHADIA GENESIS,"A Battle of Epic Proportions!

Alphadia Year 1092: Fifteen years have passed since the end of the terrible Energi Wars, where clones were used as weapons. Two kingdoms, after nearly destroying each other and the natural resources of Energi, signed an important peace treaty, and have been co-operative neighbors ever since: Augustine and Archleign, where the story of Alphadia Genesis begins.

Alphadia Genesis boasts a rich, complex story starring Fray, a member of the local guild, and Corone, a knight. As their journey progresses and conflicting national interests come to the forefront, it becomes apparent that it may take more than a little work on both their parts if their relationship is to weather the foreboding storm on the horizon.

3D battles feature beautifully rendered graphics, dynamic camera angles, and more skills than you can shake a sword at!","Genre(s): Role-Playing, Console-style RPG, Japanese-Style",60,7.4,EXE Create,Wii U,"Nov 20, 2014",T
AMIIBO TAP: NINTENDO'S GREATEST BITS,"Discover definitive moments of classic Nintendo games while exploring the company's catalogue and legacy. Simply tap any amiibo figure to the Wii U GamePad controller to unlock scenes from NES and Super NES Wii U Virtual Console titles! You never knowthe next game you try may become one of your new all-time favorites!

Grab an amiibo from your collection and tap it to the GamePad to receive a gift! Each gift contains select scenes from a random NES or Super NES game included in this software's selection of titles. Dont worry about which amiibo to useevery amiibo unlocks bits to play! After un-wrapping your gift, you can dive right into a three minute gameplay scene that introduces you to that game. Then switch to another scene by tapping the same amiibo to the GamePad again. Want more gifts? No problem! You can receive another gift by tapping a different amiibo at any time!

-Discover the joy and legacy of NES and Super NES on the Wii U Virtual Console service
-Dozens of games and scenes to discover
-Each amiibo figure unlocks a random game to sample included in this software's selection of titles
-Each game contains multiple scenes that last for three minutes
-Compatible with all amiibo figures","Genre(s): Miscellaneous, Application",N/A,7.6,Nintendo,Wii U,"Apr 30, 2015",E
ANGRY BIRDS STAR WARS,"Join an epic adventure with the Angry Birds in the legendary Star Wars universe, re-mastered for gaming systems! Use the Force, wield your Lightsaber, and blast away Pigtroopers on an intergalactic journey from the deserts of Tatooine to the depths of the Pig Star! Can you become a Jedi Master and restore freedom to the galaxy?","Genre(s): Strategy, Puzzle, Action, General, General",N/A,6.8,Exient Entertainment,Wii U,"Oct 29, 2013",E
ANGRY BIRDS TRILOGY,"Angry Birds is taking flight for the first time ever and crashing on game consoles everywhere! 3 Best-Selling Angry Birds games in 1, 19 exclusive levels and over 100 hours of addictive gameplay!","Genre(s): Action, Miscellaneous, General, General, Compilation",N/A,5.8,FUN Labs,Wii U,"Aug 13, 2013",E
ANGRY BUNNIES: COLOSSAL CARROT CRUSADE,"Angry Bunnies: Colossal Carrot Crusade is challenging physics-based demolition with addictive gameplay.

There are 150 fun levels to enjoy, perfectly suited for short bursts of gaming. Use skill and logic to save bunnies from cunning fox. Collect carrots and submit your score to show everyone who the best player is!

Game Features:
-150 streamlined levels
-Challenging physics-based demolition
-Comical characters with special abilities
-Hours of gameplay and replay value
-Internet Rankings","Genre(s): Puzzle, Action",33,5.3,Cypronia,Wii U,"Sep 25, 2014",E
ANGRY VIDEO GAME NERD ADVENTURES,Angry Video Game Nerd Adventures makes it way on to Nintendo consoles.,"Genre(s): Action, Platformer, Platformer, 2D, 2D",78,8.0,FreakZone,Wii U,"Apr 2, 2015",M
ANIMAL CROSSING PLAZA,"A plaza for all things Animal Crossing. Share your village accomplishments, favorite animals, and more with people from around the globe.

Animal Crossing Plaza is a place to chat about your favorite Animal Crossing villagers, post photos of various happenings at your village, and show off the designs you're most proud of.

Visiting this space through the Animal Crossing Series Community within Miiverse allows you to post comments with text or handwriting, post pics, read posts from other people, and more.

You never know what you might discover. Visit today and you just might find a fresh way to enjoy Animal Crossing, from viewing villages around the world to exchanging stories and ideas.

You'll see a wide variety of animals gathering around your Mii character at the square. Some of them might be having a birthday, while others may have come as part of an event in Animal Crossing: New Leaf. They'll chat about all kinds of things-and you'll be able to view their posted comments.

If you come across an animal you'd like to know more about, select it on the Wii U GamePad. You'll see its name, birthday, and other profile info, and you can also post comments about it and read what others have said. If you decide you want to see a lot more comments, you can access the Miiverse Community right away.

You can also set that animal as your favorite, so it'll always be in the plaza when you visit.

You can save screenshots that you've taken in Animal Crossing: New Leaf to your Wii U console.

You can register town names, details, and Dream Addresses from Animal Crossing: New Leaf to your Mii profile for anyone to view. Once the information has been registered, you can use the Dream Address of a user who posted comments you like and go to their village to hang out.

By selecting the bulletin board in the plaza, you can enter the Miiverse Animal Crossing News Community to check for Animal Crossing official website updates and other news items.","Genre(s): Miscellaneous, General, Application",N/A,5.2,Nintendo,Wii U,"Aug 7, 2013",N/A
ANIMAL CROSSING: AMIIBO FESTIVAL,"The Animal Crossing: amiibo Festival game is a new way to play with your favorite Animal Crossing characters. Your amiibo figures are front-and-center in this party game, and you’ll get to utilize them with fun content. Bring to life an expansive and dynamic board game where the board is based on the months of the year like the core Animal Crossing series. The goal? Make your villager the happiest in town and party hard with your friends.","Genre(s): Miscellaneous, Board / Card Game",46,4.0,Nintendo,Wii U,"Nov 13, 2015",E
ANIMAL GODS,"A beautifully illustrated, 2D top-down game with a focus on zen-like journeying, light puzzling, precision-platforming and fallen gods.

The Animal Gods have fallen. Once sacred, they are now huskshaunted beasts lost to toxic fumes from a great bronze industry. Play as Thistle, a small & agile warrior hellbent on destroying the curse that plagues these creatures. Wield a 17th century BC Bronze Sword... and set the Gods free.

Key Features

Cloak of Flame
Dash / warp through toxic-maze like rivers. Dashing moves Thistle a fixed distance over a fixed amount of time and upgrades to The Long Dash.

Map of The Unholy
Lets you choose dungeons in any order. Journey to the Gardens of Gwyn, the Halls of Eynd, and the Coast of Syn. Find the weapon and weapon upgrade in each dungeon to defeat the Animal Gods.

Light Puzzling
Puzzles rely on approximately 75% skill and 25% strategy. Each dungeon asks players to assess the obstacle ahead and approach cautiously. Puzzles are largely skill-based requiring a hint of strategy and luck.

Character Driven Story
Find notes left by occult-leader Rodrik, starry-eyed Juliette and Scientist Sven. Animal Gods' story balances the relationship between three key characters and their ties to the dark underbelly of the City of Sky Mirror.

Lives-09-Mode
09-Lives mode unlocks after successfully completing Animal Gods on ""normal"" and challenges you to complete dungeons with 09-lives or less.","Genre(s): Role-Playing, Action RPG",N/A,tbd,Still Games,Wii U,"Apr 6, 2017",E10+
ANNIHILATION,"A top down arcade shooter in pixel form! Blast waves of enemies and protect your base at all costs in Annihilation!

Annihilation is a top down arcade shooter. Defend your base from waves of enemies that spawn in random variations for endless fun. Try to earn high scores and go for perfect scores! Grab a friend and fight off waves of enemies together in a special Co-op mode. Prepare for the onslaught in, Annihilation.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",N/A,tbd,TreeFall Studios,Wii U,"Aug 31, 2017",T
ANOTHER WORLD: 20TH ANNIVERSARY EDITION,"Also known as Out Of This World, Another World is a pioneer action/platformer that released across more than a dozen platforms since its debut in 1991. Along the years, Another World has attained cult status among critics and sophisticated gamers alike.

Another World chronicles the story of Lester Knight Chaykin a young scientist hurtled through space and time by a nuclear experiment that goes wrong. In an alien and inhospitable world, you will have to dodge, outwit, and overcome the host of alien monsters, while surviving an environment as deadly as your enemies. Only a perfect blend of logic and skill will get you past the deadly obstacles that lie in wait.","Genre(s): Action, Platformer, 2D",73,7.7,The Digital Lounge,Wii U,"Jun 19, 2014",T
APERION CYBERSTORM,"Unleash destruction alone or with your friends in the 2D twin-stick bullet hell Aperion Cyberstorm!

Find new Elements and Abilities, and mix them for more destructive power Beat your enemies with plasma-coated spiral rockets, scrap them with electric mines, or overwhelm them off with devastating lasers.

Travel to vast hostile worlds in Campaign to find your old team. Push through the factions standing in your way to the truth. Also, with cooperative play, experience an added challenge as the enemies you fight become tougher.

Versus is the true test of friendship. Don't lose your focus by collecting power-ups in the map for instant abilities, elements, and maybe, a chance to survive. Versus comes with eight fully customizable rule sets, for quick scraps or longer fights. Go it alone in Free-For-All, or buddy up in Team Battles and share the victory. Add up to four AI players for true 5 player battles!

Finally, in Onslaught, your enemies won't stop until you're defeated, so stand your ground. Survive long enough to unlock new maps.

Good luck.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",N/A,tbd,aPriori Digital,Wii U,"Feb 8, 2018",E10+
AQUA MOTO RACING UTOPIA,"Experience the thrill of high-powered watercraft and break-neck stunts in a utopian world. Race through heaving oceans along sandy beaches in the Tropics, Greece and Africa. Perform insane stunts and go around the buoys closely to charge your turbo and get the edge against your opponents. Earn cash by participating in races and spend it on better jet-skiis. Unlock new Championships and Achievements on your quest for Legendary Status. Compete against your friends in local and online multiplayer mode multiplayer mode.","Genre(s): Driving, Racing, Arcade, Other",N/A,7.6,Zordix,Wii U,"Apr 19, 2018",E
AQUA TV,"Aqua TV is a stunning, fully customisable virtual aquarium.

Choose a tank then change the floor, walls, decoration - and of course fish - to make the aquarium you want!

All rendered in glorious CGI.

-Beautifully created and animated CGI fish
-Loads of customisation options to make the tank look just as you want
-Stunning tropical reef to host sharks, turtles and manta rays
-Shuffle mode to switch between multiple tanks at random
-View tanks from the front, or from above!","Genre(s): Miscellaneous, Application",N/A,tbd,EM Studios,Wii U,"Mar 23, 2017",E
ARCHERY BY THORNBURY SOFTWARE,"Archery is an archery tournament with multiple levels ranging from easy indoor target ranges to outdoor target ranges with various animal-shaped targets both moving and stationary. The levels range from easy indoor, sharp-shooter targets, outdoor targets with animal-shaped targets which in several levels move and are more challenging to hit. Get the number of points required in each level to move on to the next level. Just wait until you get to the final levels for a big surprise!","Genre(s): Sports, Individual, Other",N/A,tbd,Thornbury Software,Wii U,"Sep 29, 2016",E
ARMIKROG,"Unravel the mysteries of the fortress that holds Tommynaut and his blind alien talking dog Beak-Beak captive

Armikrog is a unique stop motion clay animated point and click adventure game from the creators of Earthworm Jim and the Neverhood. Unravel the mysteries of the fortress that holds Tommynaut and his blind alien talking dog Beak-Beak captive through exploration and puzzle solving!

Loveable characters designed by Doug TenNapel creator of the Earthworm Jim and developed by creators of The Neverhood, Ed Schofield and Mike Dietz.

Rich cast of voiceover talent brings Armikrog's characters to life, including well-known actors Jon Heder (Napoleon Dynamite), Rob Paulsen (Pinky and the Brain) and Michael J. Nelson (Mystery Science Theater 3000).

Original soundtrack created and recorded by American songwriter and record producer Terry Scott Taylor.","Genre(s): Adventure, General, Point-and-Click",56,6.3,Pencil Test Studios,Wii U,"Aug 23, 2016",E10+
ARMILLO,"Rolling Platforming Game. Sci-fi parallel Universe theme. Massive amount of gameplay elements.

Armillo is a unique, fun rolling platforming game with a sci-fi parallel universe theme. It features a massive amount of gameplay elements. For one, there is the regular 3D world, followed by a bonus stage on the moon. Then there is the evil parallel universe, and special 2D speed-run inspired worlds. Lots of unexpected deadly twists, and surprises await! The star of the game features a space armadillo named Armillo. He's not your usual armadillo as he's capable of blasting off to space in order to travel from planet to planet. He's joined by his little blue critter friends and his brother. What's supposed to be a peaceful galaxy becomes ruined by the invasion of the robotic Darkbots. Where are they from? Why are they here? But one thing is for sure, they certainly are not the friendly type.","Genre(s): Action, Platformer, Platformer, 3D, 3D",72,8.0,Fuzzy Wuzzy Games,Wii U,"Jul 3, 2014",E
ARMORED ACORNS: ACTION SQUIRREL SQUAD,"1-4 player couch co-op beat 'em up action! Armor Up! It's about to get nutty!

Armored ACORNs: Action Squirrel Squad brings back classic beat 'em up action to the Wii U! Play as four squirrels fully equipped with some newly discovered robots in a wild adventure to save their friends from an evil cat CEO!

Arcade-Style Beat 'Em Up Action Play as squirrels, robots, vehicles, and more through retro-inspired fun! And don't forget to launch your Armored Mode a special super ability for each squirrel when the moments get tough!

1-4 Player Local Couch Co-op Multiplayer Team up with up to 4 players on screen and use the unique repair ability to save your friends in the action!

An Epic Story of Four Friends Including comic-style cut scenes and quirky dialogue to introduce the heroes Flapjack, Foxglove, Nitelite, and Pothole as they fight their way through caves, forests, cities, and more!

Exclusive Wii U GamePad Experience - Scan your enemies and other objects for helpful hints along the way!

Armor Up! It's about to get nutty!","Genre(s): Action, Beat-'Em-Up, 2D",N/A,tbd,Nexcra Software,Wii U,"Mar 23, 2017",E10+
ARROW TIME U,"It's time... arrow time! ...Wait, what?

Arrow Time U has you take control of none other than a neon blue arrow. With limited time, health, and special powers, it's your job to point your arrow in the right direction... and take it there as well! Your unique movement mechanisms and abilities to slow down time and move through any object will certainly help, but you'll need both quick thinking and quick reactions to overcome all the obstacles and foes in your way in this top-down 2D game.","Genre(s): Puzzle, Action",N/A,tbd,XenoHorizon,Wii U,"Sep 18, 2014",E
ART ACADEMY: HOME STUDIO,Also known as Art Academy: Atelier.,"Genre(s): Miscellaneous, Edutainment",82,8.0,Headstrong Games,Wii U,"Jun 25, 2015",N/A
ART ACADEMY: SKETCHPAD,"Art Academy: SketchPad is a robust art application that anyone can enjoy - from beginners to experts of all ages. Unleash your creativity using realistic stylus and touch screen-based controls. The tools at your disposal allow for an amazing level of detail. The huge variety of pencils, colored pencils, and pastels behave just like the real thing - with additional tools to further enhance your experience.

Use a pre-loaded image as a subject, or anything else you wish to create works of art to your hearts content. When youre done, you can instantly share your creation by posting directly to Miiverse!","Genre(s): Miscellaneous, General, General, Application",70,6.3,Headstrong Games,Wii U,"Aug 9, 2013",E
ART OF BALANCE,"Grab your stylus and build a balanced stack in this physics-based puzzler!

Puzzle games must be addictive. This was our top priority during the development of the game. That's why we designed 200 levels that not only challenge your skills but also your imagination. With its perfect touch controls Art of Balance TOUCH! is easy to pick up and hard to put away.

Seeking a real challenge? Then try out the new endurance mode and drive your score ever higher.

Art of Balance TOUCH! brings the ultimate just one more puzzle experience to your Nintendo 3DS.

Master 200 levels
Discover 8 unique worlds
Play with your Stylus or with the SlidePad","Genre(s): Puzzle, General",82,8.0,Shin'en,Wii U,"Oct 9, 2014",E
ASCENT OF KINGS,"The death of a King. An epic challenge to choose a new ruler. Will the youngest of four brothers turn out to be the strongest? Will a boy become King? The answer is up to you.

-Classic adventure-platformer gameplay.
-Explore and encounter strange creatures - some harmless, some not.
-Navigate dangerous passages and evade deadly traps.
-Seek out elemental shrines and receive upgraded abilities.","Genre(s): Action, Platformer, 2D",54,tbd,Nostatic Software,Wii U,"Oct 22, 2015",E10+
ASDIVINE HEARTS,"Travel alongside four companions and a cat in a fantasy RPG featuring stunning animated turn-based battles!

One year ago, the world of Asdivine was enveloped by a brilliant flash of light. Since that time, the influence of shadow has only continued to grow ever more powerful across the face of the land. Although the event itself was undoubtedly connected with the heavens, few people seem to have realized the far-reaching implications of what transpired. Now turning to the present, a surprising revelation awaits a young man by the name of Zack and his childhood friend, Stella, in the capital from a chubby cat claiming to be none other than the Light Deity and declaring the world to be on the verge of destruction...

Asdivine Hearts boasts of groundbreaking visual quality, plenty of subquests, a battle arena, treasure to dig for, and an enemy guide to complete. By taking puzzle piece-like jewels and setting them in a box known as a rubix, players are able to customize characters! How far can you level and how many millions of damage can you dish out? All these challenges await you and more!","Genre(s): Role-Playing, General, Japanese-Style",57,6.5,Kemco,Wii U,"Apr 14, 2016",T
ASSASSIN'S CREED III,"The Colonies, 1775: A brave your warrior fights to save his homeland. But what begins as a struggle over territory turns into a journey that will transform him into a Master Assassin - one that will forever change the destiny of a newborn nation. Assume the role of Connor, warrior son of a Native American mother and British father. As the colonies draw closer to revolution, you will dedicate your life to the freedom of your clan, becoming the spark that ignites the revolution into a full blaze. Your crusade will lead you through blood-soaked battlefields and crowded city streets, to the perilous wilderness and stormy seas. Always know where your enemies are with a larger, more expansive overhead map at your fingertips. Easily change your weapons on the fly to vary your combos without ever stopping the action on-screen.","Genre(s): Action Adventure, Historic, Historic, Open-World",85,7.3,Ubisoft Quebec,Wii U,"Nov 18, 2012",M
ASSASSIN'S CREED III: THE BATTLE HARDENED PACK,"Battle Hardened Pack extends the Assassin's Creed III multiplayer experience with three new playable characters and maps, plus awesome bonus customization items, achievements and trophies! Become the influential Governor, the resilient Highlander or the fearsome Coyote Man. Journey through Charlestown, Fort St-Mathieu, and the scenic but dangerous Saint Pierre . Rally your troops, discover your power in numbers and ignite the revolution!","Genre(s): Action Adventure, Historic, Historic, Open-World",N/A,tbd,Ubisoft,Wii U,"Jan 17, 2013",N/A
