title,description,genres,meta_score,user_score,developer,platform,release_date,rating
AMERICAN CHOPPER 2: FULL THROTTLE,"Based on the TV series of the same name, American Chopper takes you for a ride on some of the hottest bikes around.","Genre(s): Driving, Racing, Motorcycle, Street",54,tbd,Creat Studios,N/A,"Nov 29, 2005",T
ANIMAL CROSSING,"Animal Crossing allows you to interact with a virtual village of animals that are doing something different every minute of every day. With Animal Crossing's 24-hour clock, the game's unique events can be in synch with real time--as day turns to night in the real world, the sun will also begin to set in the game. The dynamic setup requires you to come back every day and carry out your daily routines, build relationships with villagers, celebrate special days, collect furnishings for your homes, and just live life in the unique world of Animal Crossing.","Genre(s): Miscellaneous, Virtual Life",87,8.8,Nintendo,N/A,"Sep 15, 2002",E
ANIMANIACS: THE GREAT EDGAR HUNT,"Animaniacs: The Great Edgar Hunt is a third-person action adventure, which brings the colourful and hysterical world of the Animaniacs wonderfully to life. Players must guide the Warner brothers and sister Wakko, Yakko and Dot through six levels in a quest to locate the hidden Edgar trophies. Each Animaniac has his or her own special abilities, and each must be used in order to fully explore the luscious landscapes. Puzzle elements are featured in the game along with ever-changing enemies and obstacles. Five incredible 'Pinky & The Brain mini-games vary the pace of the adventure, as they explore the huge Animaniacs world, which is populated with dozens of characters from the cartoon.","Genre(s): Action, Platformer, 3D",65,tbd,Warthog,N/A,"Sep 18, 2005",E
AQUAMAN: BATTLE FOR ATLANTIS,"Here's your chance to wield the power of Aquaman, the DC Comics superhero, as he defends the deep-sea city of Atlantis against such enemies as Ocean Master, Black Manta, and the Lava Lord of the Fire Trolls. You must fight to save the lost city by using Aquaman's super powers, telepathy, and hook-hand. While the game features plenty of intense underwater battles, you can also bombard your enemies from an attack sub in first-person mode.","Genre(s): Action Adventure, Fantasy",27,2.7,TDK Mediactive,N/A,"Jul 23, 2003",T
ARMY MEN: AIR COMBAT - THE ELITE MISSIONS,"Plastro, the evil leader of the Tan Army, has enlisted the help of the villainous Tan Air Ace, Baron Von Beige, to help him set a trap for Captain William Blade!
The Alpha Wolf Squadron once again ""takes to the skies"" with an onslaught of missions, incredible helicopter physics, deep gameplay, stunning cinematics and exciting character interaction. Join the Air Cavalry as they face a host of challenging foes in their efforts to stop the General's evil plans.","Genre(s): Action, Shooter, Third-Person, Fantasy",46,tbd,3DO,N/A,"Mar 25, 2003",T
ARMY MEN: RTS,"The Army Men series continues, this time in the real-time strategy genre. As the commander of the Green army, you must manage your soldiers and resources to find and eliminate the evil Colonel Blintz. Much like in other real-time strategy games, you can build bases, vehicles, and armies to prepare your team for war. The game features a reward-based campaign mode, a great battles mode, a special ops mode, and a tutorial mode, which helps you understand the new interface and controls.","Genre(s): Strategy, General",N/A,6.8,Pandemic Studios,N/A,"Nov 2, 2004",T
ARMY MEN: SARGE'S WAR,"A new enemy, Colonel Malice, threatens the very existence of the Green nation. Now, with his squad destroyed, Sarge becomes a one-man army out to stop Colonel Malice and the Tan army at all costs. Guide Sarge through 12 dangerous levels, which span both the real world and the world of toys. Sarge can wield authentic weapons such as assault rifles, shotguns, bazookas, time bombs, and more. Be careful--enemies can now duck, cover, flank your positions, and generally try to kill you as intensely as you try to kill them.","Genre(s): Action, Shooter, Third-Person, Modern",56,6.5,3DO,N/A,"Aug 21, 2004",T
ATV QUAD POWER RACING 2,"ATV: Quad Power Racing 2 is all about big tricks, big boots to the face, and big finishes. As ten of the top pro riders in the world with real-life sponsors, you can race in 15 massive tracks and two freestyle arenas full of fast, edge-of-your-seat gameplay. Fight your way to the finish with kick attacks, huge jumps, and power slides. Get ready for this arcade-style ATV racer.","Genre(s): Driving, Racing, Rally / Offroad",70,8.4,Climax Group,N/A,"Jan 22, 2003",E
AUTO MODELLISTA,"Handle the road like a pro with your own customizable racing machine or your choice of more than 60 top-of-the-line models. Race vehicles from manufacturers, including Toyota, Nissan, Honda, Subaru, and Mitsubishi, against up to eight drivers online or up to two drivers in split-screen mode. You'll tear past spectators, maneuver your way through tight mountain passes, and round each corner of the race track in your dream car at lightning speeds.","Genre(s): Driving, Racing, Arcade",62,5.8,Capcom,N/A,"Sep 30, 2003",E
AVATAR: THE LAST AIRBENDER,"Water. Earth. Fire. Air.

Are you ready to face your destiny?

Journey through 6 exotic locations filled with adventure to help Aang fulfill his destiny to master the bending arts and become the Avatar - for only the Avatar can stop the ruthless might of the Fire Nation! Defeat hordes of bizarre enemies and perform noble deeds on your quest to save the world.","Genre(s): Action Adventure, Fantasy",60,6.4,AWE Games,N/A,"Oct 10, 2006",E10+
BACKYARD BASEBALL,"All the excitement of summer ball games is now in your living room. Backyard Baseball pits the Backyard Kids against kid versions of real pro baseball players such as Sammy Sosa, Barry Bonds, and Derek Jeter. Pick your team, position players, and choose a field to play on for single games or an entire season. Choose from all 30 MLB teams or create your own winning line-up with custom team names and uniforms. It's the chance of a lifetime to play with the pros.","Genre(s): Sports, Traditional, Baseball, Arcade",70,7.3,Humongous Entertainment,N/A,"Mar 31, 2003",E
BACKYARD FOOTBALL,"Backyard Football teams up with the NFL to bring kid versions of the best tackling, passing, and running pros. You can choose from all 32 NFL teams or create your own with custom team names and uniforms. Once your team is ready, you'll pick a playing field, call the plays, and direct all the action in single games or an entire season. The game also features 30 backyard kids, a stat tracker in season play, and multiple camera angles.","Genre(s): Sports, Traditional, Football, Arcade",58,8.4,Humongous Entertainment,N/A,"Oct 10, 2002",E
BACKYARD SPORTS BASEBALL 2007,"Create your own team, and control every wacky pitch, clutch hit, and sprint for home. With players like Alex ""A-Rod"" Rodriguez, secret pros to unlock and amazing power-ups, kids can play big-league ball right in their own backyard. An all-star MLB lineup: Carlos Delgado, Alfonso Soriano, Nomar Garciaparra, Alex Rodriguez, Ichiro, Albert Pujols, Eric Gagne, Pedro Martinez, Ivan Rodriguez and Vladamir Guerrero.","Genre(s): Sports, Traditional, Baseball, Arcade",N/A,tbd,Humongous Entertainment,N/A,"Apr 3, 2007",E
BAD BOYS: MIAMI TAKEDOWN,"Mike Lowrey and Marcus Burnett of the Tactical Narcotics Team are back to fight crime in Bad Boys II. Based on the movie, Bad Boys II follows this unlikely duo as they try to stop illegal drug trade in Miami. Through 15 action-packed stages, you'll play as either Mike or Marcus in first- or third-person viewpoints. Search for clues, wield a variety of weapons, and tear through fully destructible environments to complete a variety of mission objectives.","Genre(s): Action, Shooter, Third-Person, Modern",35,2.2,Blitz Games,N/A,"Sep 14, 2004",M
BALDUR'S GATE: DARK ALLIANCE,"Baldur's Gate: Dark Alliance is an action RPG with an epic tale of intrigue, explosive spell effects, and highly detailed creatures and environments. You play a one of three customizable characters, who returns to Baldur's Gate and joins the fight against the darkness that threatens its peace. Take on the monsters solo or with a friend in co-op mode. Baldur's Gate: Dark Alliance is the first game to feature the real time application of the Dungeons & Dragons 3rd Edition rules.","Genre(s): Role-Playing, Action RPG",79,7.6,High Voltage Software,N/A,"Nov 18, 2002",T
BARNYARD,"Bring the Barnyard movie to life! Battle the coyote invaders, tee up for a game of golf, target the bulls eye with your flying chicken and race downhill on your speedy bike. Explore a fully interactive, 3D world and prove they have what it takes to be the biggest party animal of them all.","Genre(s): Action, General",66,8.4,Blue Tongue Entertainment,N/A,"Aug 1, 2006",E10+
BATEN KAITOS ORIGINS,"Baten Kaitos Origins takes place 20 years before the first Baten Kaitos game. It explains how the diabolical Emperor Geldoblame rose to power, and it also fills in many details about the heroes from the first title. In addition, players will learn about the origins of the world itself and why the Lost Ocean is returning. The hero, a blue-haired young man named Sagi, was sent to assassinate the Emperor but found the job had been done for him. Blamed for the death, he's now on the run with two friends - a robot named Guillo and a young woman named Milly. In the initial stages, the player's party will progress in a linear fashion, moving from one area to the next along a set path. After playing the game for a few hours, players will acquire a ship that lets them visit areas in the order of their choosing, allowing them to either pursue optional side quests or blast through the main mission as they see fit. Unlike traditional RPGs, where characters gain levels in categories such as strength and agility, the majority of leveling-up occurs by procuring better Magnus cards. There are more than 600 different Magnus cards in Baten Kaitos Origins, some of which have truly fantastical properties. Players can acquire cards in many different ways, including trading, buying, winning as spoils of war or by creating them themselves.","Genre(s): Role-Playing, Console-style RPG",75,8.3,Monolith Soft,N/A,"Sep 25, 2006",T
BATEN KAITOS: ETERNAL WINGS AND THE LOST OCEAN,"The story of Baten Kaitos: Eternal Wings and the Lost Ocean takes place in a time when lands exist in the sky and once vast oceans are mere legend among men. In the game, you'll control a spirit that guides Kalas throughout his journey and fights by his side. Collect more than 1,000 types of Magnus cards to help you fight, heal yourself, solve puzzles, and more. Get ready to unlock the mystery of the lost sea in a story of friendship, betrayal, and prayer.","Genre(s): Role-Playing, Console-style RPG",80,8.3,Monolith Soft,N/A,"Nov 16, 2004",T
BATMAN BEGINS,"Step into the shadows of Gotham City's dangerous criminal underworld as Batman. Based on the movie of the same name, Batman Begins lets you explore both the origins of the ""dark knight"" and his transformation into a superhero. As Batman, you must use your strength and an array of high-tech gadgets to fight the evil forces that threaten the city, including Scarecrow, Ra's Al Ghul, and Carmine Falcone.","Genre(s): Action, Beat-'Em-Up",66,7.4,Eurocom Entertainment Software,N/A,"Jun 14, 2005",T
BATMAN: DARK TOMORROW,"Batman, the Dark Knight detective of Gotham City, is back in an all-new adventure. In Batman: Dark Tomorrow, it's up to Batman to solve the mystery and save the day. The legendary Caped Crusader must use all his mental and physical skills, batglider capabilities, devices from his utility belt, and sleuthing prowess to fight crime and defeat enemies. You must battle both new and familiar enemies, including Mr. Freeze, Poison Ivy, and the Joker. But in some missions, stealth is just as important as brute force.","Genre(s): Action Adventure, Fantasy",29,3.0,Kemco,N/A,"Mar 25, 2003",T
BATMAN: RISE OF SIN TZU,"In Batman: Rise of Sin Tzu, Batman faces a new enemy unlike any he has ever faced before. The faceless foe plunges Gotham City into chaos on the night of the anniversary of Bruce Wayne's parents' murder. Who is responsible for unleashing havoc on Gotham City? The truth will be revealed after you battle evil forces and super-villains, including Bane, Clayface, Scarecrow, and the new formidable foe--Sin Tzu. In addition to Batman's martial arts attacks, Batman has an arsenal including the Batarang, Grappling Hook, and Smoke Bomb.","Genre(s): Action, Beat-'Em-Up",63,7.6,Ubisoft Montreal,N/A,"Nov 11, 2003",T
BATMAN: VENGEANCE,Batman: Vengeance succeeds at what it set out to do--it puts you into the role of Batman.,"Genre(s): Action Adventure, Fantasy",70,6.2,Ubisoft Montreal,N/A,"Nov 17, 2001",T
BATTALION WARS,"A global conflict has reached a stalemate in the console version of the Game Boy Advance series Advance Wars. The evil Kaiser Vlad, seeking to take advantage of the standoff, has assembled an army of shock troops, forcing The Western Frontier and the Tundran Territories to ally and fight back. Battalion Wars is a real-time strategy game that lets you control teams of soldiers and vehicles and lead them through more than 20 missions, using a variety of weapons and tactics.","Genre(s): Action, Shooter, Third-Person, Modern",76,8.6,Kuju Entertainment,N/A,"Sep 19, 2005",T
BEACH SPIKERS: VIRTUA BEACH VOLLEYBALL,"Beach Spikers delivers intense beach volleyball action for up to four players, and it showcases beautiful female athletes as they battle it out under the summer sun. You must cooperate and compete as you take control of bikini-clad athletes and go two-on-two at the net. Those craving a deeper experience can create their own athlete and teammate and enter the all-new World Tour mode. With each win, you'll compete to earn attributes and use a mixture of encouragements and insults to develop your teammate's AI.","Genre(s): Sports, Traditional, Volleyball",76,8.3,Sega AM2,N/A,"Aug 12, 2002",E
BEYBLADE VFORCE: SUPER TOURNAMENT BATTLE,"Super Tournament Battle immerses you in the Beyblade experience with Beyblade tops and parts, intense tournament competition, and interaction with popular characters. Now you can play as your favorite characters from the TV Show--including Tyson, Kai, and Ray--or create your own Beyblade character. Test your customized Beyblade and strategies in stadiums with magnets, gates, and more. As the matchups get tougher, each spinning, crashing face-off leads you toward the ultimate goal--a Beyblade championship.","Genre(s): Action, General",33,6.8,Takara,N/A,"Sep 23, 2003",E
BEYOND GOOD & EVIL,"For centuries, the planet Hillys has been bombarded by a relentless alien race. In Beyond Good and Evil, a rebellious action reporter named Jade sets out to capture the truth behind the invasion. Armed with her camera, dai-jo staff, and fierce determination, you must guide Jade as she discovers shocking evidence leading to a horrific government conspiracy and is forced to battle an evil she cannot possibly fathom. With the ability to perform stealth techniques, dai-jo staff moves, and tag-team fighting combos, you can stop at nothing to expose the truth.","Genre(s): Action Adventure, Fantasy",87,8.4,Ubisoft Montpellier,N/A,"Dec 11, 2003",T
BIG AIR FREESTYLE,"Big Air Freestyle lets you pull off wild tricks even the pros won't try. Freestyle arenas filled with tall jumps, rings of fire, exploding barrels, and destructible objects put you into a world of action. You can also catch air and pull tricks while tearing through more than 20 supercross and motocross tracks. Fluid control, animated riders, and fast action make Big Air Freestyle a total snowboarding rush in single-player or multiplayer modes.","Genre(s): Driving, Racing, Motorcycle, Motocross",56,8.8,Paradigm Entertainment,N/A,"Sep 13, 2002",T
BIG MUTHA TRUCKERS,"It's a redneck family fight to see who inherits the family trucking business. As one of four zany characters in Big Mutha Truckers including Bobbie-Sue, Cletus, Earl, and Rawkus, you have 60 days to earn the most money by hauling cargo. Drive various massive 18-wheelers around five cities as you battle bikers, avoid truck-jackers, outrun the corrupt police force, and discover new routes and bonuses. The race to the finish is full of obstacles--don't let anything get in your way.","Genre(s): Driving, Racing, Truck",63,8.2,Eutechnyx,N/A,"Aug 16, 2003",T
BILLY HATCHER AND THE GIANT EGG,A wicked plot by a sinister raven and his massive flock of monstrous crows has cast Morning Land into darkness. Only Billy Hatcher and his friends from the human world can bring the dawn again to the lands of the Chicken Elders. Get ready to discover a wild and unpredictable world where you'll use the surprising power of the giant eggs and the creatures they contain to make your way through puzzling realms and challenging missions. You'll be surprised by what you can do with these eggs but it will take quick moves and a Rooster Suit to foil the fowl forces of Dark Raven.,"Genre(s): Action, Platformer, 3D",71,8.5,Sonic Team,N/A,"Sep 23, 2003",N/A
BIONICLE,"Bionicle puts the elemental powers of the Toa at your fingertips to battle the forces of evil. Summon blasts of fire, ice, water, stone, earth, and air in six island environments. With Toa energy, you can snowboard down Mount Ihu, surf through lava rapids, and race through Pohatu's desert. Your path takes you through jungles, mountains, and lakes, and ends in Makuta's lair. It's up to you to defeat the evil spirit and stop his Bohrok from devouring all of the island's resources.","Genre(s): Action, Platformer, 3D",47,4.0,Argonaut Games,N/A,"Oct 20, 2003",E
BIONICLE HEROES,"Bionicle Heroes brings to life the most powerful and exciting LEGO characters ever seen in one game, in an action-packed world of adventure and discovery. Take control of a young hero as he steps out of the real world and into the strange and dangerous universe of Bionicle. Only by mastering the powers and special abilities of the greatest Bionicle heroes will he be able to overcome the many challenges ahead.","Genre(s): Action Adventure, Sci-Fi",51,6.4,Traveller's Tales,N/A,"Nov 14, 2006",E10+
BLACK & BRUISED,"To the fighters in Black & Bruised, boxing is no game; it's a matter of survival. Nineteen outrageous characters fight their way through grueling slugfests to win the pot or settle a score. You'll play through their intertwining stories as they battle each other in 21 different arenas. During each match, you can earn power-ups such as Armor, AutoSlip, Vamp, or Fire Damage to give your fighter a competitive advantage over your opponent.","Genre(s): Sports, Traditional, Boxing",66,tbd,Digital Fiction,N/A,"Jan 26, 2003",T
BLOOD OMEN 2,"Blood Omen 2 puts you in the role of the vampire Kain as he searches for his slain brethren. You'll move through crowds while cloaked in stealth, feed on the peasant herds, and use mind control to overcome vampire-proof inventions. With each success, you gain dark powers that give you access to treacherous new areas and help you fight stronger enemies. As you develop your vampire skills, you'll unfold the continuing epic of Nosgoth and Kain's attempts to rule over the realm .","Genre(s): Action Adventure, Horror",71,8.3,Crystal Dynamics,N/A,"Dec 9, 2002",M
BLOODRAYNE,"BloodRayne is a killing machine. The Brimstone Society calls upon this half-vampire, half-human agent to take on two missions in the years between the world wars. At the root of these missions is one man who searches for powerful occult artifacts that would bring Germany into a new age of domination. As BloodRayne, you must stop this man's elite Nazi army from releasing terrorizing creatures onto the world. With melee attacks, weapons, and bloodsucking abilities, your enemies won't stand a chance.","Genre(s): Action, Shooter, Third-Person, Fantasy",73,8.2,Terminal Reality,N/A,"Oct 15, 2002",M
BLOODY ROAR: PRIMAL FURY,"Wage an all-out assault as one of 16 fighters, each with the ability to transform mid-fight into their alternate Hpyer-beast life-form. Fight to the finish in 2-player head-to-head and single-player modes through 10 interactive and destructible mutli-level arenas. With fast and furious arena action-fighting has never looked this good or been this brutual.","Genre(s): Action, Fighting, 3D",75,8.3,Eighting/Raizing,N/A,"Mar 18, 2002",T
BLOWOUT,"As Major John ""Dutch"" Cane, you'll lead an elite platoon of mercenary commandos, outfitted with the most deadly experimental weaponry, into the pit of evil. It's your job to rid the world of mutated beasts and alien insects through 10 levels of intense action. To ensure your team's success, the military has given you access to a variety of weapons, including a 20mm pump-action shotgun, eight-meter flamethrower, plasma rifle, machine gun, and an eight-inch nailgun. Blast through walls, ceilings, and floors to discover secrets and power-ups that enhance your weapons.","Genre(s): Action, Shooter, Third-Person, Sci-Fi",68,tbd,Pipe Dream Interactive,N/A,"Nov 26, 2003",T
BMX XXX,"BMX XXX combines outrageous Hollywood humor and characters, beautiful women from New York's famous Scores club, incredible arcade action, and a dynamic soundtrack from current recording artists into one interactive entertainment experience. Laced with mature content, the game features Create-a-Rider mode, over 2,000 different tricks, eight massive levels, and a split-screen multiplayer mode for up to four players. The version for the PlayStation 2 has been edited to eliminate the topless nudity, while versions for the Xbox and the Nintendo GameCube do contain nudity.","Genre(s): Sports, Alternative, Biking",60,4.4,"Z-Axis, Ltd.",N/A,"Nov 24, 2002",M
BOMBERMAN GENERATION,"Bomberman makes his explosive debut on Nintendo GameCube! Mujoe and his gang are up to their old tricks. This time, they're after the Bomb Elements - powerful crystals that will give them the means to rule the universe.","Genre(s): Adventure, Third-Person, Fantasy",81,8.3,Hudson,N/A,"Jun 3, 2002",E
BOMBERMAN JETTERS,"The Hige Hige Bandits are at it again as they set out to destroy Planet Bomber by crashing an artificial world called Dark Star into it. Bomberman must destroy the four powerful engines of Dark Star before it's too late. On your new adventure, you can switch control between Bomberman and Max and develop Charaboms with special abilities that grow stronger as the Charabom evolves. Up to four players can go head-to-head in multiplayer games, including new minigames.","Genre(s): Action, Shooter, Third-Person, Fantasy",70,8.1,Hudson,N/A,"Mar 10, 2004",E
BRATZ: FOREVER DIAMONDZ,"Yasmin, Cloe, Sasha, and Jade are back for a brand new adventure sending them across the country in search of the hottest fashion designer. Players experience unique adventures through the eyes of the four playable characters, in detailed open world environments, as they compete for a spot in ""America Rocks Fashion"" TV show. Fans discover new features that include a figure skating competition and the ability to adopt a pet to train, dress, accessorize and showcase in competitions.","Genre(s): Action Adventure, Modern",N/A,tbd,Blitz Games,N/A,"Sep 18, 2006",E
BRATZ: ROCK ANGELZ,"You get the chance to live the life of a Rock Angel as you help Cloe, Jade, Sasha and Yasmin start their own fashion magazine. The search for the perfect scoop will take you around the globe, where famous places and famous people make for amazing adventures.","Genre(s): Miscellaneous, Virtual Life",N/A,tbd,Blitz Games,N/A,"Oct 5, 2005",E
BUFFY THE VAMPIRE SLAYER: CHAOS BLEEDS,"Buffy the Vampire Slayer: Chaos Bleeds lets you play as six characters from the TV show--Buffy, Faith, Willow, Xander, Spike, and a friend from the past. Use each character's unique abilities to defeat an ancient evil that threatens to destroy them and their world. Set in both familiar and new locations, the game challenges you to overcome a variety of challenges. Chaos Bleeds also features several multiplayer modes, including Domination, Last Man Standing, Bunny Catcher, and Slayer Challenge.","Genre(s): Action, Beat-'Em-Up",75,8.4,Eurocom Entertainment Software,N/A,"Aug 28, 2003",T
BURNOUT,"Burnout brings high-energy, arcade-style street racing to your gaming console. Drive more than 300 realistic vehicles, and then crash them in spectacular, slow-motion fashion. Burnout monitors your driver's heart rate: You're rewarded for near-misses and the more risks you take. Cruise the United States and Europe on 14 awesome, traffic-filled courses, through cities and into the countryside. Instant replays allow you to relive your handiwork from multiple angles, in all of its cringe-inducing, metal-bashing glory.","Genre(s): Driving, Racing, Arcade",78,8.1,Criterion Games,N/A,"Apr 29, 2002",E
BURNOUT 2: POINT OF IMPACT,"Burnout 2: Point of Impact is the follow-up to the original smash hit with improved graphics, faster gameplay, and bigger, more spectacular crashes. While the first Burnout was inspired by European movies and locations, its sequel is inspired by American films such as The Fast and the Furious. Set in US locations, the game gives you an all-new set of vehicles: modified Japanese cars, pickups, SUVs - plus some bonus rides such as police cruisers, and classic 50's hotrods. Also, expect tighter handling, better crash deformations, new music, new game structure, enhanced physics, new lighting, improved car models, a new replay system, and fast-paced fun.","Genre(s): Driving, Racing, Arcade",89,8.7,Criterion Games,N/A,"Apr 9, 2003",E
BUST-A-MOVE 3000,Everybody's favorite bubble-bustin' puzzle game is in the house for the Nintendo GameCube! Launch your bubbles and pop as many as you can before they reach the deadline. Score high by matching 3 bubbles or more to trigger a chain reaction.,"Genre(s): Miscellaneous, Puzzle, Matching",53,tbd,Taito Corporation,N/A,"Feb 12, 2003",E
CABELA'S BIG GAME HUNTER 2005 ADVENTURES,"For the FIRST TIME EVER, hunt 36 big game animals across North America in gigantic regions with a wide variety of terrain! Choose from 1000s of authentic gear options that could mean the difference between survival and demise in vast territories as you track your prey. This will redefine the hunting genre!","Genre(s): Sports, Nature, Hunting",N/A,8.8,MagicWand,N/A,"Dec 9, 2004",T
CABELA'S DANGEROUS HUNTS 2,Cabela's Dangerous Hunts return for the 2006 season.,"Genre(s): Sports, Nature, Hunting",N/A,tbd,FUN Labs,N/A,"Nov 16, 2005",N/A
CABELA'S OUTDOOR ADVENTURES,The hunt continues in Cabela's Outdoor Adventures 2006.,"Genre(s): Sports, Nature, Hunting",N/A,8.8,MagicWand,N/A,"Sep 13, 2005",N/A
CALL OF DUTY 2: BIG RED ONE,Call of Duty 2: Big Red One is a World War II shooter focused on the actions of the US Army's First Infantry Division.,"Genre(s): Action, Shooter, First-Person, Historic",76,7.5,Treyarch,N/A,"Nov 1, 2005",T
CALL OF DUTY: FINEST HOUR,"You've been called to defend your Allied country against the Axis foes. In Call of Duty: Finest Hour, you must fight as part of a squad through the chaos of battle. Whether you play as American, British, or Russian forces, you'll discover the hardships that every unsung hero had to face during World War II. The game also features authentic weapons, vehicles, environments, combat missions, and the real sounds of war. Finally, the cinematic battlefield conflicts come to life on your gaming console.","Genre(s): Action, Shooter, First-Person, Historic",74,7.2,Exakt,N/A,"Nov 16, 2004",T
CAPCOM VS. SNK 2 EO,"Two fighting giants clash in Capcom vs. SNK 2 EO. Now you can choose from more than 44 characters from the Capcom and SNK fighting universes and pit them against one another in one-on-one slugfests. Before each match, you can customize your character's fighting style with one of six new Grooves. Then, put your uppercuts, throws, and combos to the test in six gameplay modes featuring multiple tournaments. With the new Free Ratio System, you can easily determine the level of your fighter's strength.","Genre(s): Action, Fighting, 2D",68,8.6,Capcom,N/A,"Sep 23, 2002",T
CARMEN SANDIEGO: THE SECRET OF THE STOLEN DRUMS,"Join A.C.M.E. agent-in-training, Cole Gannon, along with Jules Argent and Shadow Hawkins, in an all-new action adventure on the trail of Carmen Sandiego--the world's greatest thief. This case takes Cole around the world: from a museum in New York and the beaches of New Zealand to the Incan ruins of Machu Picchu. While on the case, you'll need to use acrobatics, stealth, martial arts, and most of all, your wit, to stop Carmen from unearthing the drums and making off with the lost treasure.","Genre(s): Action Adventure, Modern",57,7.8,Artificial Mind and Movement,N/A,"Sep 13, 2004",E
CARS,"Based on the PIXAR film of the same name, Cars has you playing as characters from the movie as you help Lightning McQueen capture the coveted Piston Cup Championship.","Genre(s): Driving, Mission-based",71,7.3,Rainbow Studios,N/A,"Jun 6, 2006",E
CASPER: SPIRIT DIMENSIONS,"Spiral into phantom dimensions where you will fiercely battle for the fate of the spirit world! Portals will transport you to mysterious realms that are populated by ghosts of the past, present and future; all possessed by the evil Kibosh. Use your powers of flight and fright to become the quickest, smartest and most powerful ghost in the Spirit Dimension!","Genre(s): Action, Shooter, Third-Person, Fantasy",N/A,tbd,Lucky Chicken,N/A,"Oct 15, 2002",E
