title,description,genres,meta_score,user_score,developer,platform,release_date,rating
101-IN-1 SPORTS MEGAMIX,"Players of all ages will have hours of fun earning points by successfully completing challenges and spending their points to reveal dozens of exciting new sports games, striving to unlock more and more each time. Simple to play and addicting to master, these games will keep players engrossed in scoring goals, earning medals, winning races, and beating high scores. There is practically no end to the fast-paced sports action!","Genre(s): Miscellaneous, Party, Party, Party / Minigame",N/A,tbd,Nordcurrent,N/A,"Sep 14, 2010",E10+
16 SHOT! SHOOTING WATCH,"[DSiWare] Back in the 8-bit glory days, Hudson's own ""Master Higgins"" (a.k.a. Takahashi Meijin) made a splash in the gaming world with his astonishing trigger-finger speed of 16 shots per second. Can you break the Master's record? A graph analysis feature breaks down your stats and indicates your weak spots. Use it effectively to improve your trigger-finger performance. If you get a high score, you can leave a customized signature using the touch screen. Get your family and friends to compete for some serious rapid-fire fun.","Genre(s): Action, General, General",N/A,tbd,Hudson,N/A,"Jun 14, 2010",E
18 CLASSIC CARD GAMES,"Endless hours of card game fun with classics including Blackjack, Texas Hold 'Em Poker, Klondike Solitaire, Rummy, Hearts and many more. Challenge up to 5 computer-controlled opponents! Step-bystep instructions included for those who need to brush up on the rules! Bid your deck to max and take all the tricks in Skat, lay your cards down for a game of Solitaire, or make the bluff of your life in a hand of Poker. You decide the number of opponents.","Genre(s): Strategy, Miscellaneous, Turn-Based, Card Battle, Card Battle",N/A,tbd,Destineer,N/A,"Nov 16, 2010",N/A
18TH GATE,"In the realm of oblivion, an abandoned palace hides many valuable treasures, but those who enter this place have no real hope of ever escaping. You play as three different heroes. Journey through 18 different dungeon areas, facing various challenges, including random monsters, traps, limited turns, hidden paths, etc.","Genre(s): Strategy, Turn-Based, Fantasy, General, Fantasy",N/A,tbd,CIRCLE Entertainment,N/A,"Oct 25, 2012",E
1950S LAWN MOWER KIDS,"1950s Lawn Mower Kids is a fun game where you under severe time constraints simultaneously keep the three TNT-kids mowing. All this while avoiding moving objects, well laid tables and intricate flower beds. Your opponents will be dogs, cats, ducks, and a menagerie of people lead by Angry Old Joe. On your side is Mr Mowman and his strange but wonderful contraptions.","Genre(s): Miscellaneous, Puzzle, Action, General, General",43,tbd,Zordix,N/A,"Nov 3, 2011",E
1ST CLASS POKER & BLACKJACK,"Welcome on Board our Casino-Ship for First Class Poker and BlackJack!
Rarely have there been so many variations of Poker, BlackJack and Videopoker in a single collection: Texas Hold'em, Double Flop Hold'em, Omaha, Pineapple and many more classics are waiting for you.
Win the tournament or challenge your friends with the local multiplayer - with up to five participants. You can extensively adjust the game according to your own rules choosing computer opponents from beginners to pros. Celebrate your victories and communicate with the aid of the integrated voice- and text chat.

The amusing 3D graphic and even your own photo in the game make this collection a first class Poker-Package.
Download the game now!
Enjoy 1st Class Poker & BlackJack!
Game supports texts in English, Spanish and French.","Genre(s): Miscellaneous, Parlor, Gambling, Gambling",N/A,tbd,GameOn,N/A,"Mar 22, 2012",T
21: BLACKJACK,"Now you can take the thrill of the casino on the go with 21: Blackjack. Whether you're a seasoned player or a rookie at the table, 21: Blackjack has a variety of game-play options to take your skills to the next level. You can change the payouts, the number of decks in play, splitting options and even choose whether or not the dealer hits on a soft 17. These are just a few of the many advanced game-play options. If you want to know how well you've been playing or how many Blackjacks have taken you to a winning hand, check out a full range of player stats available for viewing at any time. Now's your chance to Hit, Stand or Double Down with 21: Blackjack.","Genre(s): Miscellaneous, Parlor, Gambling, Gambling",N/A,tbd,N/A,N/A,"Nov 15, 2010",N/A
24/7 SOLITAIRE,"[DSiWare] 24/7 Solitaire features 24 variations of the most widely known and best-loved single-player card games including Klondike, Freecell, Spider, Pyramid, Yukon and seven versions of Peg-Solitaire. Most games have custom game play options so you can enjoy the game with your favorite rules. On-screen instructions can help you learn new Solitaire variations. Statistics are available for players who love to track their wins. Save your game status at any time. The game's style and interface have been designed for easy, intuitive operation with the stylus or the control pad. Sit back, relax and enjoy the endless challenge and fun of this Solitaire game collection.","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,Cosmigo,N/A,"Jul 12, 2010",E
3 HEROES: CRYSTAL SOUL,"Crystennia, is an ancient kingdom that uses Crystal Soul as its main energy source. The kingdom is facing the threat of monsters created by Rune Crystals. As the Crystal Champion, you must protect the kingdom by defeating monsters and collecting various kinds of natural energy released by them.","Genre(s): Action, Role-Playing, General, General, Japanese-Style",N/A,tbd,CIRCLE Entertainment,N/A,"Jan 5, 2012",E
"3,2,1...WORDSUP!","Show your command of the language in 3, 2, 1... WordsUp! Build the maximum number of words with the same combination of letters. Do it before time runs out or you will lose! Challenge yourself in this unique game of wit and skill. Practice your mental agility and your knowledge of the language in 3, 2, 1... WordsUp!","Genre(s): Miscellaneous, Puzzle, Puzzle, Logic, Logic",N/A,tbd,CoderChild,N/A,"Jul 5, 2012",N/A
3D MAHJONG,"Relax your mind with the ancient game of tiles. 3D Mahjong features 50 layouts of the traditional tile-matching game in 3D, each with millions of different shuffles to play. The game's style and interface has been designed for easy and intuitive operation with the stylus or control pad. The graphics can be customized with six fabulous tile sets and backgrounds. Sit back, relax and enjoy the endless challenge with this Mahjong game collection. Additional brain-sharpening challenges come in the form of extra mini-games: ""Memory"" and ""Matching.""","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",69,tbd,Cosmigo,N/A,"Aug 16, 2010",E
3D TWIST & MATCH,3D Twist & Match is a frantic puzzler set to challenge your dexterity and imagination.,"Genre(s): Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching",N/A,tbd,Sanuk Games,N/A,"May 23, 2011",E
4 ELEMENTS,"A somber fate has befallen the inhabitants of the once beautiful and wonderful kingdom: the forces of nature were unleashed and the 4 Elements, Earth, Wind, Fire and Water are now in turmoil! At a stroke, a land that was full of life turned into a barren desert, the sky became dark with... heavy clouds, a bitter cold froze all the rivers and the trees perished. Only you can save this once wonderful world! Learn about the power of the Elements from the four Books of Magic, and bring hope to the people who lost them. A long and arduous path lies ahead of you, but honor and glory will be assured if you can restore the balance of the Elements and save the people from calamity.","Genre(s): Miscellaneous, Puzzle, General, Puzzle, Matching, General",N/A,tbd,Joindots,N/A,"Apr 19, 2011",E
4 ELEMENTS,"A somber fate has befallen the inhabitants of the once beautiful and wonderful kingdom: the forces of nature were unleashed and the 4 Elements, Earth, Wind, Fire and Water are now in turmoil! At a stroke, a land that was full of life turned into a barren desert, the sky became dark with... heavy clouds, a bitter cold froze all the rivers and the trees perished. Only you can save this once wonderful world! Learn about the power of the Elements from the four Books of Magic, and bring hope to the people who lost them. A long and arduous path lies ahead of you, but honor and glory will be assured if you can restore the balance of the Elements and save the people from calamity.","Genre(s): Miscellaneous, Puzzle, General, Puzzle, Matching, General",N/A,tbd,Joindots,N/A,"Apr 19, 2011",E
4 TRAVELLERS: PLAY FRENCH,"[DSiWare] Challenge your family and friends in a new digital board game while learning your first words in a new language together. Compete in a foreign hotel where the goal is to acquire objects, money and friends. Strategy and fast learning are essential. The game is suitable for players young and old, and no previous knowledge is necessary. The more you play, the more your French vocabulary increases. The game is perfect to bring on your trip, including more than 240 carefully selected words.","Genre(s): Miscellaneous, Edutainment, Edutainment",N/A,tbd,AGENIUS Interactive,N/A,"Jul 12, 2010",E
4 TRAVELLERS: PLAY SPANISH,"[DSiWare] Whether played alone or together with friends, 4 TRAVELLERS can teach you new words in Spanish. The game is suitable for both young and old, and no previous knowledge is necessary. The more you play, the more your Spanish vocabulary increases. You can also play and learn with the game's unique learning mode. The game is perfect to bring on your trip, with more than 240 carefully selected words included specifically for this occasion. [Nintendo]","Genre(s): Miscellaneous, Edutainment, Edutainment",N/A,tbd,AGENIUS Interactive,N/A,"Mar 8, 2010",E
40-IN-1 EXPLOSIVE MEGAMIX,"Do you like arcade games - puzzles, action and shooting games? Then this is just what you have been waiting for. 40 games in one collection! Choose between classic games like Sudoku, Match-3 and Cooking games, and try out new and completely original fun games in various genres. Amazing graphics and unique features such as high-score tables and unlockable games will provide hours and hours of fun.","Genre(s): Miscellaneous, Puzzle, Action, Puzzle, Action",N/A,tbd,Nordcurrent,N/A,"Feb 9, 2012",N/A
5 IN 1 MAHJONG,"Play Standard mahjong without all the bells and whistles. You can choose from more than 300 layouts or try different variations of the game. In ""Countdown,"" you only have 20 minutes to clear the tiles. With ""Remember,"" you can train your memory as every tile is only briefly visible. Don't dally in ""Shuffle"" mode - the board will rebuild itself if you don't make a match in time. In ""Match"" you simply need to search for particular tiles. The tile images are strikingly sharp, making them easy to recognize. Choose your favorite tile design, plus enjoy the great soundtrack and high-quality animation that create an authentic gaming experience. Challenge yourself with a range of difficult layouts. If you are stuck, hints will help you out.","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,Cerasus Media,N/A,"Mar 14, 2011",E
5 IN 1 SOLITAIRE,"[DSiWare] Now you can take five of the most popular solitaire games with you on the go. 5 in 1 Solitaire features the always-popular Klondike, Spider and FreeCell games as well as the unique Golf and Gaps versions of solitaire. Each of these versions has a unique style of play that's easy enough for novice players to enjoy but will also challenge experts. You can also view tutorials for each game, track your scores and view gaming stats to see your progress. [Nintendo]","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,Digital Leisure Inc.,N/A,"Feb 1, 2010",E
50 CLASSIC GAMES,"Whether you want to play a quick, challenging game or a white-knuckle adventure, hours of fun and entertainment await you. There's something for everyone in this collection of classic games including Chess, Mahjongg, Sudoku, Backgammon, Texas Hold 'em Poker, Solitaire and more.","Genre(s): Miscellaneous, Parlor, Gambling, Gambling",N/A,tbd,Cerasus Media,N/A,"Mar 8, 2010",E
50 MORE CLASSIC GAMES,The sequel to the hit 50 Classic Games compilation for your Nintendo DS.,"Genre(s): Miscellaneous, General, General",N/A,tbd,Destineer,N/A,"May 12, 2011",N/A
505 TANGRAM,"Solve 505 tangram puzzles from different groups and become a Tangram Master. Numerous challenges await you. Tangram is the puzzle game for purists. Assemble seven pieces of a puzzle correctly to create a preset shape. Animals, humans or objects - can you complete them all? Statistics are available for players who love to track their wins. Save the game status at any time and continue later. The game's style and interface have been designed for easy, intuitive operation with the stylus or the + Control Pad.","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",N/A,tbd,Intense,N/A,"Feb 7, 2011",E
7 CARD GAMES,"[DSiWare] Who has the best hand? Take a seat, have a drink and get started: Keep a straight face during poker while you wager the bluff of your life. Put it all on one hit in Black Jack - and take the jackpot. You choose the number of opponents. Prefer something quieter? Then try a Solitaire game like Freecell or Klondike. Whether you prefer a quick round here and there or fun for the entire evening, now you can always have your favorite card games right at your fingertips. The detailed graphics and authentic atmosphere will wow you. [Nintendo]","Genre(s): Miscellaneous, Parlor, Gambling, Gambling",N/A,tbd,Cerasus Media,N/A,"Apr 12, 2010",T
7 WONDERS II,"Enjoy newly enhanced and interactive gameplay with incredible animation that surpasses even the original. 7 Wonders instantly transports you back in time to far away lands to complete an unbelievable mission: building the 7 Wonders. This new adventure introduces you to forgotten, yet magnificent structures such as Stonehenge and the Taj Mahal. You'll be dazzled with incredible new power-ups and bonuses and intrigued as you receive pieces of a hidden map, which ultimately uncovers a secret route leading to a wondrous sight that only the best get to see.","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Puzzle, Matching, General",60,6.2,MumboJumbo,N/A,"Dec 8, 2010",N/A
7 WONDERS II(DSIWARE),7 Wonders II transports you to far away lands to complete an unbelievable mission: Build the 7 Wonders of the World! Match three to help your workers build the unbelievable sights from Stonehenge to the Taj Mahal. Incredible new power-ups and bonuses help you piece together the hidden map and uncover the secret route leading to the most wondrous sight.,"Genre(s): Miscellaneous, Puzzle, General",N/A,tbd,MumboJumbo,N/A,"Jun 14, 2012",E
7 WONDERS OF THE ANCIENT WORLD,"This action-adventure puzzler from developer Hot Lava lets gamers re-create history as they match magical runes to help workers build legendary landmarks of the ancient world such as the Great Pyramid of Giza and the Hanging Gardens of Babylon. 7 Wonders of the Ancient World lets gamers explore ancient lands through three modes of play - Story, Free Play, and Rune Quest - that cover more than 140 levels and three modes of difficulty. Collect eye-popping powerups like the Lightning Bolt or Fire Bomb to help you in your race against the clock, and learn about history while having fun. [MumboJumbo]","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Matching, General",60,8.3,Hot Lava Games,N/A,"Sep 17, 2007",E
7 WONDERS: TREASURES OF SEVEN,"In this latest installment of 7 Wonders, its time to build nine of the most intriguing structures throughout history! Match runes to break blocks and uncover the lock and keystone for each round.

Rotate the cube face to move your keystone along the pathways you've created to reach each level's lock and conquer all six sides!

Once you've mastered the faces of the outer cube, move to the inner cube where you'll earn pieces to build your compass. Build all nine amazing wonders, and you'll uncover the hidden city!
- Revolving board enhances power-up strength
- Cool pathway puzzles to solve on each level
- Bonus hidden level to unlock!
- 9 all-new Wonders to build","Genre(s): Puzzle, Matching",N/A,tbd,Avanquest Software,N/A,"Aug 12, 2011",N/A
90'S POOL,"Chalk up a victory with classic 90's Pool, a fun and realistic pool simulator which will keep you playing for hours!
Compete against a human opponent or the computer, or play on your own in a campaign containing 20 different trick shot missions. The simple user interface lets you easily but accurately control the angle, speed and spin of the shot with your stylus. 3 different skill levels for the computer AI are available for advanced players as well as a realistic physics engine for a stunningly realistic simulation. Set up your shot, crack the cue ball into the pack and enjoy the entertaining gameplay! Hey, you might even improve your actual pool game.","Genre(s): Sports, Miscellaneous, Parlor, Individual, Billiards, Billiards",N/A,tbd,Cinemax,N/A,"Mar 29, 2012",N/A
99BULLETS,"99Bullets, a fun space shooter with retro look, where lose a bullet is lose a live and lose a life is lose a bullet. The galaxy IRATA 2601 is threatened by Black Eye and his minions, V-99 is raedy to stop him with his 99 bullets.","Genre(s): Action, Shooter, Shooter, Scrolling, Scrolling, Shoot-'Em-Up, Vertical",74,tbd,Arc System Works,N/A,"May 23, 2011",E
99MOVES,"After 99Bullets and 99Seconds, the saga continues. Now your problem will be the movements.

99Moves, a retro arcade game where you will have to survive with just 99 Movements.

Without a heading in the galaxy, all was lost because your energy was about to run out... gravity would chart the course of your destiny... Suddenly, V-99 entered a zone called Shaders, which provided energy... It was a new opportunity to survive. However, it was not all good news, as you only have 99 energy pulses to move through the Shaders zone.","Genre(s): Action, General, General, Arcade",N/A,tbd,EnjoyUp Games,N/A,"Jan 31, 2013",E
99SECONDS,"99Seconds is a fun, retro-style video game, where you can modify time to avoid all kinds of dangers.","Genre(s): Action, Miscellaneous, General, General, Arcade",64,tbd,EnjoyUp Games,N/A,"May 31, 2012",E
A FAIRY TALE,"When a giant menace threatens the village, the young faeries Delfbert, Wilf and Angelica set out on a journey to save their home! Join them on their quest through 100 puzzling levels of stunning graphics and magical music that will fill you with wonder. Featuring an exciting new type of puzzle game play and a humorous, light hearted storyline sure to make you smile, A Fairy Tale is an unforgettable journey of enchantment!","Genre(s): Miscellaneous, Puzzle, Action, Puzzle, General, Puzzle, Matching, Action",N/A,tbd,Black Lantern Studios,N/A,"Apr 4, 2011",E
A KAPPA'S TRAIL,"[DSiWare] Step into the world of a kappa, a mythical river spirit famous in Japanese folklore, as he tries to make his way to the human world. In addition to the challenging main game, you'll find three different minigames to further improve your kappa-related skills. You'll start your journey in Kappa Cove, a good place to go exploring, practice getting around and munch on a few fish. The intuitive controls are all handled with the stylus (draw a trail and the kappa will follow it), but the helpful Chumfish is more than willing to teach you the basics. Once you begin your path down the Kappa Trail, you'll encounter coins to collect, boulders to shatter and various mini-kappas that can help you in specific ways. Just be sure to avoid the Devil Hand. If you need a break, you can collect paintings or cassettes from the Chumfish Shack, count plates at a sushi restaurant or test your mettle in the treacherous Trial of Tiles. With its cute graphics and charming story, your time with the kappa will certainly be memorable. Who knows what you'll find as you make your way through A Kappa's Trail?","Genre(s): Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",N/A,8.3,Brownie Brown,N/A,"Jun 14, 2010",E
A TOPSY TURVY LIFE: THE TURVYS STRIKE BACK,"[DSiWare] Turn your Nintendo DSi system upside-down and play as the Imperial Armada out to destroy the Earth Defense Force in this topsy-turvy take on arcade shooters. You control the unsung forces of arcade shooters past with three kinds of ships, including giant bosses. Draw a line to send the fighters down. Touch the guards to make them shoot. Make your boss ship fire multiple weapons, including an enormous blast that destroys everything in its way. Two players can even battle each other on one Nintendo DSi system. Will the Earth Defense Force win again? Or will the Imperial Armada find victory at last?","Genre(s): Action, General, General",N/A,tbd,Tecmo,N/A,"May 31, 2010",E
A TOPSY TURVY LIFE: TURVY DROPS,"[DSiWare] Turn the Nintendo DSi system upside down and draw blocks on the touch screen to fill spaces in this topsy-turvy take on puzzle games. Play ""Endless Mode"" to see just how many points you can get as the blocks on the bottom screen fill faster and faster. The more blocks you clear at once, the higher your score. Play ""Puzzle Mode"" to test your brain against 30 mind-bending puzzles. Clear all the blocks within the specified time and turn limits. Can you solve the puzzles before time is up?","Genre(s): Miscellaneous, Puzzle, Puzzle, Puzzle, Stacking, Stacking",N/A,tbd,Koei,N/A,"May 17, 2010",E
A WITCH'S TALE,"When young witch-in-training Lidell accidentally unleashes an ancient evil upon the world, she must revisit the lands of classic fairy tales to free them from the clutches of the Eld Witch. Intuitive touch screen controls put the magic at your fingertips. [NIS America]","Genre(s): Role-Playing, General, General",50,7.0,Nippon Ichi Software,N/A,"Oct 13, 2009",E10+
AAHH! SPOT THE DIFFERENCE,"Demonstrate your skills of observation in this engaging ""Spot the Difference"" game! Complete 40 challenging levels in 4 unique scenarios by spotting the differences between the upper and lower screen. But you must be quick, as most of the objects and the camera are constantly moving. You can also test your skills in three additional modes: Survival, Speed Attack and Time Attack. You will earn one star for finding the required number of differences, two stars will be awarded if you find more, and if you find all the differences in the level you will receive three stars. Good luck!","Genre(s): Miscellaneous, Puzzle, Puzzle, Matching, Matching",N/A,tbd,Gamelion Studios,N/A,"Mar 1, 2012",N/A
ABSOLUTE BASEBALL,Become the manager of a baseball team and lead it to the championship.,"Genre(s): Sports, Traditional, General, Team, Baseball, Management, Management, Sim",N/A,tbd,Tasuke,N/A,"Apr 4, 2011",E
ABSOLUTE BRICKBUSTER,"Classic brick game action is here on the Nintendo DSi system. There are two modes of play: Free Play and Challenge. Pick one of eight characters and set special items to play at your own pace in Free Play Mode. The special items include different balls with special attributes, expandable paddle and paddle tilt. There are 10 stages in all. Each even-numbered stage gives you a mission, the result of which will determine the level of the next two stages. In Challenge Mode, different levels of missions are given - clear them to advance in the game.","Genre(s): Action, General, General, Arcade",N/A,tbd,Tasuke,N/A,"Jul 26, 2010",E
ABSOLUTE CHESS,"This easy-to-understand chess game explains everything from basic rules to aggressive strategies. There are two modes of play. In Free Play, you can play against a number of preset characters, ranging from a young kid to a grouchy old man. The Challenge mode gives players multiple levels and missions to complete. Player support features include a function to indicate possible moves for the player and the opponent, as well as the ability to undo your previous move. You can also enjoy matches with friends via DS Download Play.","Genre(s): Miscellaneous, Board Games, Board Games",N/A,tbd,Tasuke,N/A,"Aug 9, 2010",E
ABSOLUTE REVERSI,"This reversi game is for all players at any level. Absolute Reversi takes the classic strategy game and updates it for the 21st century with three modes of play. Free Play mode lets you select one of eight characters with different abilities to play against. In Challenge mode, you are given missions to complete to advance in the game. With the third mode, you can play against a friend using DS Download Play. Additional features include a strategy guide, different ability levels and the ""Assistance"" function, which highlights all possible moves per turn.","Genre(s): Miscellaneous, Board Games, Board Games",N/A,tbd,Tasuke,N/A,"Aug 23, 2010",E
ABYSS,"Explore the abyss!

Earth, 3024.

Natural resources are scarce and the survival of the human race is in danger. Desperate to find new energy resources, the ASAN creates a biomechanical robot called Nep2no that is capable of withstanding extreme depths in the hope of finding new energy sources. After many years of exploration, a new energy source is found, code named ""Gaia"".

Your mission will be to find the ""Gaia"" energy stones by exploring the depths. To do so, you must control Nep2no by counteracting gravity and the surrounding darkness with the aid of a Light that will go out little by little.","Genre(s): Action, General, General, Platformer, 2D",62,tbd,EnjoyUp Games,N/A,"Aug 23, 2012",N/A
ACADEMY: CHECKERS,"If there's no one around to compete with, there's no need to worry: skillful AI players will gladly play with you in two Checkers variants: English Checkers and International Draughts. And both of those variants are available in three different difficulty modes too! Compete in the League Mode if you want to try your hand at proving you're the Checkers Champ. Collect achievements and you will become a real Checkers Master!","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,N/A,N/A,"Oct 27, 2011",N/A
