title,description,genres,meta_score,user_score,developer,platform,release_date,rating
3D GALAXY FORCE II,"Save the galaxy from the Halcyon Empire!

Halcyon, ruler of the invading Fourth Empire, has marked Junos as his final target in a galaxy wide campaign for dominance.

Sending the bulk of his forces, he attacks with a single purpose to eliminate all life forms in the system in order to build the seat of his power on the ashes of each of its five planets. As the star pilot of the governing Space Federation, its up to you to strap yourself into your TRY-X and turn the tables on Halcyon.

Re-mastered in 3D, Galaxy Force II 3D features drastically improved visuals and supports 16:9 wide screen and GamePad Pro. Arcade fans can now also enjoy Galaxy Force II in Arcade Cabinet mode!","Genre(s): Action, General, General, Shooter, Rail",77,8.0,M2,3DS,"Dec 12, 2013",N/A
3D GAME COLLECTION: 55-IN-1,"55 times the fun for all the family! Collect the cups and be crowned the champion!

55 games in one - loads of fun and plenty of new challenges! Discover a huge variety of games set in three atmospheric themes, space, an idyllic meadow, and a pirate bay. Marvel at the fascinating 3D animations which make this game collection a special experience.

4 in a row, Backgammon, Bingo, Card Solitaire, Checkers
Chest Mover Mania, Chinese Checkers, Code Cracker, Dice Five, Domino
Find Mines, Find Pairs, Jigsaw Puzzle, Kakuro, Ludo
MahJongg, Match 3, Nine Mens Morris, Peg Solitaire, Pipe Shift
Ship Encounter, Sliding Puzzle, Spot the Difference, Sudoku, Token Wangle
Contains all these great games and more","Genre(s): Miscellaneous, General, Board Games, Board / Card Game",N/A,tbd,Joindots,3DS,"Dec 20, 2012",N/A
3D GUNSTAR HEROES,"The Gunstar 9 planet was peaceful for many years until the vicious dictator Colonel Red kidnapped the Gunstar twins' older brother and used mind control to make him his slave. Now, face many different enemies and bosses in Gunstar Heroes, as you battle to stop the dictator from unleashing ""Golden Silver the Destructor"" with apocalyptic consequences!","Genre(s): Action, Platformer, Shooter, 2D, Shoot-'Em-Up, Horizontal",89,7.9,M2,3DS,"Aug 20, 2015",E10+
3D MAHJONGG,"The first MahJongg game in the eShop - which is designed specifically for your Nintendo 3DS!
3D MahJongg gives you a huge variety of levels, gameplay variations and graphics themes. In 3D MahJongg, the goal is to find pairs of matching tiles in order to remove all tiles from the board. This sounds like a simple task, but you will soon find that a savvy strategy - along with a bit of luck - is the key to success.
Gameplay is direct and intuitive via touch screen. You can closely observe everything on the 3D screen and make extensive changes to the way you view the tile layout. And you'll love the fabulous graphics themes from ""Farm"" to ""Zombies"".
In Adventure Mode, you will need to master 200 levels in order to unlock all tiles, backgrounds etc. You can then use these elements in free gameplay to create custom levels. You can also switch between classic rules and ""Rivers"" rules at any time.
The scope of 3D MahJongg is guaranteed to make you a fan - enjoy!","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,SunSoft,3DS,"Nov 22, 2012",E
3D OUT RUN,"The re-mastered version includes all of Out Run’s original content alongside two new songs, and runs at 60 frames per second which is twice the speed of the original game. 3D Out Run also features a built in Stage Select option that allows players to save and resume progress mid-game, has adjustable difficulty settings, and includes unlockable car customization options that allow you to equip parts to improve your car. Additionally, players are able to choose from a number of real-life arcade cabinets wherein everything from the appearance to the environmental sounds of the specific cabinet.","Genre(s): Driving, Racing, Arcade, Automobile",87,7.9,M2,3DS,"Mar 12, 2015",E
3D RETRO DUNGEON PUZZLE CHALLENGE,"A short puzzle adventure game with unique levels. One of the best games under $1.

The game starts with a brief tutorial.

Then it ramps up with interactive puzzles and action.

Ending with an epic boss battle.

Please give it a try.","Genre(s): Adventure, 3D, First-Person",N/A,tbd,Skunk Software,3DS,"May 3, 2018",E
3D SHINOBI III: RETURN OF THE NINJA MASTER,"The Shinobi master is deadlier than ever!

Joe Musashis sworn enemies, the Neo Zeed, have returned! Controlled by Shadow Master, a formidable ninja cloned from Joes own bloodline, the syndicate holds the city captive with its vicious crime ring. Utilize deadly weapons and lethal ninja arts in order to stand against the hordes of bio-ninja and save your city!

In addition to its all-new 3D presentation, 3D Shinobi III features a Round Select Mode and customizable input setting which allows you to assign each action to specific buttons.","Genre(s): Action, Platformer, Platformer, 2D, 2D",N/A,7.7,M2,3DS,"Dec 19, 2013",E10+
3D SOLITAIRE,"3D Solitaire for the Nintendo 3DS brings the classic game of Solitaire to beautiful stereoscopic 3D environments.
Featuring easy pick-up-and-play action, 3D Solitaire stacks the deck in three beautiful 3D environments! Players can unlock a user photo mode allowing them to use their own pictures as backgrounds for the game for a more customized look.
3D Solitaire can be played on the top screen in brilliant 3D or on the touch screen with the stylus for a more hands-on approach. Unlock rewards and play in two different modes for a fun solitaire experience fit for all ages and skill levels.","Genre(s): Miscellaneous, Board Games, Board Games, Board / Card Game",N/A,tbd,Zen Studios,3DS,"Aug 2, 2012",E
3D SONIC THE HEDGEHOG,"Sonic The Hedgehog, now in 3D!

The evil scientist, Dr. Eggman (aka Dr. Robotnik), has snatched the animals of South Island, turning them into robot slaves. Only one hero can defeat Dr. Eggman and rescue the animals from his vile clutches - its the super-cool hedgehog with the blue spiky hair, Sonic!

Race at lightning speeds across seven classic zones as Sonic the Hedgehog. Run and spin through loop-de-loops as you collect rings and defeat enemies on your mission to save the world!

In addition to its all-new 3D presentation, 3D Sonic The Hedgehog now features Zone Select and the classic Spin Dash move to help you zoom through Zones and take down Badniks!","Genre(s): Action, Platformer, Platformer, 2D, 2D",81,8.1,M2,3DS,"Dec 5, 2013",E
3D SONIC THE HEDGEHOG 2,"Super Speed! Sonic's back and better than ever. He's a blur in blue! A blaze of action! With his new Super Spin Dash. And a new, fabulous friend, ""Tails"" the Fox. You won't believe it 'til you see it. And when you play, you won't stop. Super Play! Defy gravity in hair-raising loop-de-loops. Grab Power Sneakers and race like lightning through the mazes. All at break-neck speed! Super Power! Sonic's attitude is can-do. The mad scientist Dr. Robotnik is planning a world takeover. Sonic gets tough in the fight to save his friends and squash Robotnik for good!","Genre(s): Action, Platformer, 2D",87,8.2,M2,3DS,"Oct 8, 2015",N/A
3D SPACE HARRIER,"As a resourceful extra-terrestrial warrior, your mission is to save the peaceful Land of the Dragons from vicious creatures.

Aided by the dragons, you must use every trick in the book and every skill at your command in order to stave off these alien invaders and save the day!

In addition to its all-new 3D presentation, 3D Space Harrier also features touch control functionality and an Arcade Cabinet mode!","Genre(s): Action, Shooter, Shooter, Rail, Scrolling, Rail",70,7.4,M2,3DS,"Nov 28, 2013",E10+
3D STREETS OF RAGE,"Take the fight to the streets!

In the grips of a vicious crime syndicate, this once peaceful city has become a center of violence and mayhem.

Amidst this chaos, three young police officers are determined to tackle the problem head-on. Taking control of one of three ex-officers, use their special hand-to-hand combat abilities to take down the syndicate and save the city.

In addition to its all-new 3D presentation, 3D Streets of Rage also features Local Multiplayer and a Single Hit KO mode to help you power through the citys crime.","Genre(s): Action, Beat-'Em-Up, Beat-'Em-Up, 2D",N/A,7.6,M2,3DS,"Dec 19, 2013",E10+
3D STREETS OF RAGE II,"Original rumblers Axel and Blaze slam the asphalt with bigger, better, totally devastating attacks! Skull-crushing ex-wrestler Max Thunder joins up with earth-shattering body slams and spinning fist attacks. New thrasher Skate slices punks with high speed in-line skate attacks and spinning jump kicks. Go maniac with jaw-shattering, bone-busting punches, head-cracking jump kicks and secret weapons. Gangs of dirt bikers dive into you from every side. Smash 'em with a pipe as they speed by. 16 gigantic megs of compound fractures! All new moves, and more of 'em! Bust knuckles with a friend in an all-new 2-player head-to-head mode!","Genre(s): Action, Beat-'Em-Up, 2D",89,7.7,M2,3DS,"Jul 23, 2015",E10+
3D SUPER HANG-ON,"Gear up for ultimate speed!

Gear up for ultimate speed in Super Hang-On.

Tour through 48 challenging tracks on four continents and discover the rush of true arcade game play as you blaze through checkpoints in a race to beat the clock and your competitors. Experience the thrill of street bike racing and earn your place at the top of the scoreboards in this must-have classic.

In addition to its all-new 3D presentation, 3D Super Hang-On also features Tilt Controls and a Moving Cabinet mode!","Genre(s): Driving, Racing, General, General, Arcade, Automobile",76,7.2,M2,3DS,"Nov 28, 2013",E10+
3D THUNDER BLADE,"3D Thunder Blade is a recreation of a one-of-a-kind combat helicopter arcade machine originally released in 1987, re-mastered for the Nintendo 3DS hand-held system. In 3D Thunder Blade, players control a helicopter and use guns and missiles to destroy enemy vehicles while flying between buildings, through caves, and into enemy bases. The re-mastered version boasts stereoscopic 3D visuals, support for the Circle Pad Pro or C-Stick, and adds a host of new features including two options for gyroscopic controls, adjustable difficulty settings, and a mode that recreates the look and feel of the original arcade machine with additional sound effects. Replay saving and stage select are also available.","Genre(s): Scrolling, Action, Shooter, Shoot-'Em-Up, Vertical",74,7.2,M2,3DS,"May 14, 2015",N/A
4 ELEMENTS,"The ancient kingdom is in trouble! The magic of the four elements that kept it running for centuries has been corrupted by evil powers and the altars no longer yield the energy of life. It is up to you to unlock the 4 ancient books of magic and collect 16 mysterious cards that will help you restore the kingdom to life. An adorable little fairy will be your aide in this perilous journey as you encounter elementals, dragons, knights, and various magic creatures. Using a mix of classic addictive game play ideas but taking them to a new level with innovative twists, explosive bonuses, spectacular visual effects, and fascinating storyline in amazing animation, this game is a load of fun.","Genre(s): Miscellaneous, Puzzle, General, Puzzle, Matching, General",N/A,tbd,Engine Software,3DS,"Nov 7, 2013",E
50 CLASSIC GAMES 3D,Enjoy 50 classic games on the Ninetendo 3DS.,"Genre(s): Miscellaneous, Parlor, Gambling, Gambling",N/A,tbd,Avanquest Software,3DS,"Mar 27, 2012",N/A
50 PINCH BARRAGE!!,"Can you survive a 50 Pinch Barrage? Cinematic PINCH-delivering action!!

50 Pinch Barrage!! is a cinematic PINCH-delivering action title that will ignite your inner adventurer.

You will assume the role of a treasure hunter that makes an emergency landing on a mysterious island. With traps and obstacles, not to mention angry natives and wild beasts, thrown at you one after the other, do you have what it takes to get yourself out of the pinch and off the island in one piece?

The only controls used in the game are the +Control Pad, A Button, and B Button. It is up to you to figure out the means to overcome a variety of terrain, enemies, and obstacles. You might even discover hidden awesome abilities!

This game features a replay function that records gameplay data and allows you to watch it later.

With Internet access, gamers can compete for the best time in online rankings.","Genre(s): Action, General, Platformer, 2D",72,tbd,Mobile & Game Studio,3DS,"Mar 12, 2015",E10+
6180 THE MOON,"Let's super high jump through the screen! 6180 the moon is a platformer game with a unique mechanic. It offers a fresh, unseen game play style by connecting the top and bottom of the screen. This allows in a mechanic with delightfully long jumps and no fear of ""slipping"" to death.
In addition to the unique gameplay, 6180 the moon delivers a unique storyline. The Sun has gone. The Moon sets off on a journey to find the Sun. Along the journey will be hazardous courses and deep realizations.","Genre(s): Action, Platformer, 2D",N/A,tbd,Turtle Cream,3DS,"Jun 29, 2017",E
7TH DRAGON III CODE: VFD,"In the year 2100, dragons have descended upon earth and humanity is at the mercy of these terrifying beasts. However, not all is lost. As the protagonist, the player will team up with Nodens Enterprises-a video game company dedicated to stopping the dragon menace-to become a dragon hunter and eventual savior of the universe. Although times are bleak, Nodens Enterprises has found a way to tip the scales in favor of mankind: By traveling through time to three different eras, the protagonist can upset the balance of the dragons' power. This will give them the edge to defeat the True Dragons, and stand a chance against the most powerful one of them all... the 7th Dragon: VFD.","Genre(s): General, Role-Playing, Japanese-Style",76,7.9,Sega,3DS,"Jul 12, 2016",T
80'S OVERDRIVE,"80'S OVERDRIVE is a 2D pixel art racing game, designed to take you back in time to when 8 and 16 bit consoles and arcade games ruled the world. Compete against opponents in career mode to unlock new races, buy new cars, and upgrade them with state-of-the-art technologies! Try your skill in time attack mode and see how far you can get in this race against the clock! Create your own tracks with built-in track generator and easily share them with your friends!

Features:

- 2 game modes and racing track editor;
- 6 retro supercars;
- 8 unique visual themes;
- 13 synth/retrowave music scores;
- tons of retro, handcrafted, pixel-perfect joy!","Genre(s): Racing, Arcade, Automobile",70,7.3,Insane Code,3DS,"Dec 7, 2017",E
A-TRAIN 3D: CITY SIMULATOR,A-Train: City Simulator is a Nintendo 3DS game that promises to blend city and transportation simulation.,"Genre(s): Simulation, Strategy, Management, Vehicle, Train, Business / Tycoon",65,tbd,Artdink,3DS,"Apr 14, 2015",E10+
ACE COMBAT: ASSAULT HORIZON LEGACY+,"A collaboration between Ace Combat and Nintendo brings to fans aerial combat as they are able to cut through the skies while flaunting fresh paint to represent their favorite Nintendo characters like Samus, Captain Falcon, Bowser, and Pac-Man.","Genre(s): Action, Simulation, Flight, General, Combat",63,5.9,Project Aces,3DS,"Feb 10, 2015",T
ACE COMBAT: ASSAULT HORIZON LEGACY+,"A collaboration between Ace Combat and Nintendo brings to fans aerial combat as they are able to cut through the skies while flaunting fresh paint to represent their favorite Nintendo characters like Samus, Captain Falcon, Bowser, and Pac-Man.","Genre(s): Action, Simulation, Flight, General, Combat",63,5.9,Project Aces,3DS,"Feb 10, 2015",T
ADVENTURE BAR STORY,"> Story:-
Kamerina's Bar is a typical tavern in the world of an RPG where adventurers gather to share information. YOU are the owner. Gustav, the rich neighborhood restaurant owner, is trying to buyout your tavern. Gustav is a powerful man, if you don't do anything, he will drive you out of business and force you to sell the bar! Best way to defend the take over? WIN THE CROWD! Become the most popular bar in town, so even Gustav can't touch you!

********************************************
> Game Play:-
- Slice Up Monsters for Your Main Dish!
Battles are the best way to get exotic ingredients. Slice up a dragon, and bring back its meat to cook dragon steak! Steal its eggs to make dragon omelets!

- Rank up Your Bar!
Cook with the ingredients gathered in your adventure. Serve customers and win contests to Rank up Your Bar and trigger RPG events. Do you have what it takes to analyze seasonal demand changes and combos?

- Eat to Level Up!
Unlike most RPGs, the characters in this game do not level up by fighting monsters. EXP is gained only through eating! Make enough food for your customers and party members. The better the food, the stronger they get.

- 400 Recipes
There are over 400 recipes in the game! Completing the recipe book will be a tough challenge. Lead your party members to over 10 dungeons in the game to look for rare ingredients!

- iAPs are absolutely unnecessary for the full completion of the game. Only 50-70 hours of your time is! There is also no waiting time in the game. Its NOT a pay or wait game.

- Site = http://www.rideongames.com/android/adventure_bar_story/top.html","Genre(s): Role-Playing, General, Japanese-Style",69,6.1,"RideonJapan,Inc.",3DS,"Feb 19, 2015",E10+
ADVENTURE LABYRINTH STORY,"Adventure Labyrinth Story is a rogue-like RPG that challenges you to tackle an unknown dungeon. To bring back the legendary treasure, you’ll need to enter the depths of the dungeon, find weapons and shields, and use magic rods and potions to fight against monsters and raise your level.

Each time you enter the dungeon, its structure changes along with the items and monsters within it. You can challenge the dungeon again and again, even if you’ve already cleared it. If you’re defeated, the items you obtain will all be lost, and your level will be reset to 1.

The ingredients you collect from the dungeon can be cooked in the bar to make food, granting positive effects and EXP for the next adventure. Use all sorts of items to deal with the monsters, find rare treasures and reveal the mystery of the labyrinth!","Genre(s): Action, Role-Playing, General, Roguelike",55,tbd,CIRCLE Entertainment,3DS,"Sep 1, 2016",E
ADVENTURE TIME: EXPLORE THE DUNGEON BECAUSE I DON'T KNOW!,Adventure Time: Explore the Dungeon Because I DON'T KNOW has you save the Candy Kingdom by exploring the mysteries surrounding a massive Secret Royal Dungeon deep below the Land of Ooo.,"Genre(s): Action Adventure, Fantasy, General, Fantasy",33,4.8,WayForward,3DS,"Nov 19, 2013",E10+
ADVENTURE TIME: FINN & JAKE INVESTIGATIONS,"Adventure Time: Finn and Jake Investigations is an all-new, real-time, fully 3D action-oriented twist on the classic story-driven graphic adventure game. Finn and Jake decide to carry on the profession of Finn's foster parents, who were Professional Investigators. Confronted with mysterious Land of Ooo disappearances and strange events, players will interrogate colorful inhabitants, dispatch evil doers in fast-paced combat, solve mind-bending puzzles, explore new and familiar locations, and genuinely feel as if they have stepped into their own personal episode of Adventure Time.","Genre(s): Adventure, 3D, Third-Person",N/A,tbd,Vicious Cycle,3DS,"Oct 20, 2015",E10+
ADVENTURE TIME: HEY ICE KING! WHY'D YOU STEAL OUR GARBAGE?!,"Adventure Time: Hey Ice King! Why'd you steal our garbage?! is the first video game based on the radical, Emmy nominated Cartoon Network show about two close friends.","Genre(s): Miscellaneous, Action Adventure, Fantasy, General, General, Fantasy",67,7.2,WayForward,3DS,"Nov 13, 2012",E10+
ADVENTURE TIME: THE SECRET OF THE NAMELESS KINGDOM,"Oh My Glob!

Someone has kidnapped all of princesses of the Nameless Kingdom! Naturally Princess Bubblegum sends Finn and his best bud Jake on a heroic adventure to rescue and choose the princess who commands the Nameless inhabitants in the Land of Ooo. After all, every kingdom needs a princess who rules.

Features
-Play as Finn in a brand new, top-down action adventure game!
-Vanquish new and familiar foes as you battle your way through unique temples!
-Solve puzzles and overcome challenges in each of the temples to rescue the princesses of the Nameless kingdom!
-Help out new and fan-favorite Adventure Time characters with their mini quests!
-Upgrade your weapons and acquire new abilities while avoiding curses throughout the Land of Ooo!
-Help out fan-favorite characters with their mini adventures including Ice King, Marceline, Lumpy Space Princess, Tree Trunks, Magic Man and many more!","Genre(s): Action Adventure, General, Fantasy, Open-World",65,5.6,WayForward,3DS,"Nov 18, 2014",E10+
AERO PORTER,"In AERO PORTER, the player is charged with managing the busy day-to-day operations of a bustling airport through gameplay that includes both clever puzzle elements and simulation challenges. While running their flight hub, players sort color-coded luggage onto conveyor belts while avoiding mishaps and delays, all while ensuring the on-time departures of airplanes. As the game progresses, players earn money and increase their passengers in order to expand their airport, unlock new gameplay elements, and raise the level of challenge. Players are also able to design and share their own planes with a wide range of colors and patterns via StreetPass.","Genre(s): Simulation, Puzzle, Action, General, General",70,7.4,Vivarium,3DS,"Nov 29, 2012",E
