title,description,genres,meta_score,user_score,developer,platform,release_date,rating
A LITTLE LILY PRINCESS,"Based on the classic novel A Little Princess by Frances Hodgson Burnett. A life simulation game of romance and friendship between girls.
In British-controlled India, Sara Crewe was raised like a princess by her doting Papa, always given the best of everything. Now that she is old enough, she must be sent away to boarding school in a foreign land, relying on her love of books and fairytales to help her make friends.
But not all smiles can be trusted, and fortune can turn cold and hard at any moment. What would happen to a little princess if she lost everything?
Choose activities to build Sara's resources and change the direction of the story. Which girl will she form the strongest emotional bond with? Your decisions lead to six possible endings.","Genre(s): Adventure, Visual Novel",,tbd,Hanako Games,PlayStation 5,"May 28, 2021",T
A MATTER OF PRINCIPLE,"Here is an interactive comics novel about one of the most high-profile events of the 20th century. There are many theories about what exactly happened on June 28, 1914 in Sarajevo. A deliberate attempt? A tragic accident? Masonic conspiracy?

The Bosnian Serb Gavrilo Princip killed the heir to the Austro-Hungarian throne, Franz Ferdinand, which became a formal reason to start the first world war of its kind ... But who was Princip and what led him to this act? Who was Franz Ferdinand and how did he meet that fateful day? What do they have in common and could war have been avoided?

Inside the game you will find answers to these questions, as well as the majestic interiors of Austria-Hungary and the nature of the Balkan Peninsula from the pen of Askold Akishin, one of the greatest comics artists.","Genre(s): Adventure, Visual Novel",,tbd,Volkov Konstantin Sergeevich,PlayStation 5,"Feb 2, 2023",
A MEMOIR BLUE,A song from years ago triggers a flood of memories for champion swimmer Miriam. Embark on an evocative journey through her turbulent childhood and the complicated relationship she shared with her devoted mother.,"Genre(s): Adventure, General, 3D, Third-Person",71.0,5.7,Cloisters,PlayStation 5,"Mar 24, 2022",E
A MONSTER'S EXPEDITION (THROUGH PUZZLING EXHIBITIONS),"From some of the best puzzle designers in the world comes A Monster's Expedition, an adorable and relaxing open world puzzle adventure for monsters who love to learn about humans.

By pushing trees over to create pathways, you'll explore hundreds of islands near and far to learn about the history of ""humanity"".

Immerse yourself in human culture with all-new exhibits from the ""Human Englandland"" dig site, each accompanied with expert insights!","Genre(s): Puzzle, Action",,tbd,Draknek,PlayStation 5,"May 19, 2022",E
A MUSICAL STORY,"A Musical Story is a rhythm game set against a 70s backdrop. Explore the memories of Gabriel, a young man trying to come to terms with his situation through the connections to his musical memory.","Genre(s): Action, Rhythm, Music",69.0,tbd,Glee-Cheese Studio,PlayStation 5,"Mar 2, 2022",M
A PLAGUE TALE: INNOCENCE,"Follow the grim tale of young Amicia and her little brother Hugo, in a heartrending journey through the darkest hours of history. Hunted by Inquisition soldiers and surrounded by unstoppable swarms of rats, Amicia and Hugo will come to know and trust each other. As they struggle to survive against overwhelming odds, they will fight to find purpose in this brutal, unforgiving world.","Genre(s): Action Adventure, Linear",82.0,8.5,Asobo Studio,PlayStation 5,"Jul 6, 2021",M
A PLAGUE TALE: REQUIEM,"Embark on a heartrending journey into a brutal, breathtaking world twisted by supernatural forces. After escaping their devastated homeland, Amicia and Hugo travel far south, to new regions and vibrant cities. There, they attempt to start a new life and control Hugo's curse. But, when Hugo's powers reawaken, death and destruction return in a flood of devouring rats. Forced to flee once more, the siblings place their hopes in a prophesized island that may hold the key to saving Hugo.

Discover the cost of saving those you love in a desperate struggle for survival. Strike from the shadows or unleash hell, overcoming foes and challenges with a variety of weapons, tools and unearthly powers.","Genre(s): Action Adventure, Linear",82.0,8.1,Asobo Studio,PlayStation 5,"Oct 18, 2022",M
A PRETTY ODD BUNNY,"A Pretty Odd Bunny is a stealth platformer about a rabbit who likes eating Pigs.

You play as a red-eyed rabbit and help him reach the pig at the end of the levels without letting other rabbits see you!

Find the right path through the levels so your fellow bunnies don't see you. They don't approve of your food choices and will try to stop you if they see your intentions.

Explore more than 80 levels in 4 unique worlds, collect hidden coins, unlock extra challenges with cute characters, gorey action, blood, and a lot of severed pig's heads.","Genre(s): Action, Platformer, 2D",,tbd,2Awesome Studio,PlayStation 5,"Nov 9, 2021",M
A SKETCHBOOK ABOUT HER SUN,"Confused about her feelings for someone, Lucia, the main character, decides to flee from her city and wanders through a smaller town where she's never been, searching for herself while still tormented by the thought of the person she's attracted to.

The project is an interactive experience divided into 11 segments, each corresponding to a song from Red Ribbon's new album ""Planet X"".

Lose yourself into Lucia's mindscape, divided between her thoughts, drawings and music she's listening to through her journey to re-discover her own self.","Genre(s): Adventure, Visual Novel",,tbd,Fantastico Studio,PlayStation 5,"Apr 15, 2022",E10+
A SPACE FOR THE UNBOUND,"A Space For The Unbound is a slice-of-life adventure game with beautiful pixel art set in the late 90s rural Indonesia that tells a story about overcoming anxiety, depression, and the relationship between a boy and a girl with supernatural powers.

Follow two high school sweethearts, Atma and Raya, on a journey of self-discovery at the end of their high school years. When a mysteriously supernatural power is suddenly unleashed threatening their existence, they must explore and investigate their town to uncover hidden secrets, face the end of the world, and perhaps learn more about each other.","Genre(s): Adventure, General",83.0,7.9,Mojiken Studio,PlayStation 5,"Jan 19, 2023",T
A WINTER'S DAYDREAM,"Nineteen-year-old Yuu can't stand his younger sister, Otoko, and the feeling is mutual. It's been almost a year since Yuu saw her last, having escaped his dreary home town to study in the bustling city, but with the advent of New Year's he finds himself obliged to return to his family to celebrate.

Unfortunately, Yuu's absence has not softened his younger sister, and Otoko is just as sullen and surly as ever before. Finding the atmosphere at home unbearable, Yuu decides to escape once more -- not to the city this time, but to his grandmother's snowy, secluded village.

The reunion between grandson and grandmother starts normally at first until one moonlit night, when the pair witness a star streaking through the sky. The following morning, Yuu enters the kitchen, still half-asleep, to discover...

""Who are you? What are you doing in my grandmother's house?""
...that his grandmother has transformed into a cute young girl!

What is the reason behind his grandmother's drastic change? Will Yuu be able to restore her to her original self? And why is she so adorable?!","Genre(s): Adventure, Visual Novel",,tbd,ebi-hime,PlayStation 5,"Jun 24, 2022",E
A YEAR OF SPRINGS,"Three women, three stories, three springs.

Experience the stories of Haru, Erika, and Manami in A YEAR OF SPRINGS, a visual novel trilogy about a trio of friends navigating their feelings of love, connection, and just wanting to belong.

In one night, hot springs, visit the hot springs with Haru, a young and anxious trans woman who just wants to enjoy herself on a trip with Manami but doesn't want to cause any trouble.

In last day of spring, start off the Reiwa era as Erika, a well-meaning ex-delinquent who runs into more issues than expected when trying to plan a spa day for Haru.

In spring leaves no flowers, help sheltered university student Manami think about what friendship and romance mean to her as she spends a day with Haru, Erika, and her boyfriend.","Genre(s): Adventure, Visual Novel",,tbd,Ratalaika Games,PlayStation 5,"Dec 10, 2021",T
ABSOLUTE TACTICS: DAUGHTERS OF MERCY,"Absolute Tactics: Daughters of Mercy is a charming, turn-based RPG adventure that puts a modern spin on classic tactics-style games. Featuring a diverse cast of characters, enormous boss monsters, and a dark world embroiled in war, Absolute Tactics plunges players right into the action as our hero Huxley and his dog Max build their team of allies to defend their home against a mysterious invading army.

Control your units and make use of their unique traits to dominate your enemies with masterful strategies that take advantage of unit placement, varied attack patterns, and skills that are as unique as each character. A vast array of deadly enemies, traps, puzzles and obstacles await to challenge you on your adventure.","Genre(s): Strategy, Turn-Based, Tactics",,tbd,Akupara Games,PlayStation 5,"Nov 17, 2022",T
ABYSS,"Abyss is an arcade-adventure game telling the story of a teenager who sets off on a dangerous and obstacle-filled journey. Take part in this thrilling adventure, explore 21 different levels, from the gloomy streets of ód to the infernal dungeons. You will be lead by the guide all the way, which will help you to complete all tasks. This one will not be easy...","Genre(s): Action, Action Adventure, Platformer, Linear, 2D",,tbd,Super PowerUp Games,PlayStation 5,"Aug 5, 2022",
ACROSS THE VALLEY,"Across the Valley is your friendly farm simulator, developed exclusively for VR.

Lend a hand - literally - so that everything can grow and thrive.

Sow, water and harvest your own plants. Raise adorable baby animals. Milk the cows, shear the sheep and go on a truffle hunt with the pigs - all in fun mini-games.

Instead of clicking around in menus, you care for the animals and plants with your own hands. Instead of looking at your farm from up above, you're right in the middle of it.

Why just watch an avatar pet your animals when you can pet them yourself?","Genre(s): Action, Simulation, General, Virtual, Virtual Life",,tbd,FusionPlay,PlayStation 5,"Apr 6, 2023",E
ACTIVE DBG: BRAVE'S RAGE,"Once upon a day, an evil dragon came to Aim kingdom and took the princess away. The King managed to rescue the princess by assembling groups of braves, but many of them never came back. With this opportunity, Forces were going to start something again, even Devils and Old ones were involved.

""Brave's Rage"" is a challenging real-time strategy card game. You can build your own unique deck and team, flexibly use bullet time and perfect defense mechanism, defeat the enemy elegantly and efficiently, and explore the truth behind the princess kidnapping!","Genre(s): Strategy, General",,tbd,Internet Star Dream ISVR,PlayStation 5,"Feb 2, 2023",E
ACTIVE NEURONS,"Active Neurons is a game that trains the player in spatial logical thinking.

By controlling the power of thought, you must charge the neurons. The more the neurons are charged, the healthier the brain becomes. The healthier the brain becomes, the more of a fully-fledged life the person will live.

It may seem simple, but it won't be as simple as it seems. To choose the direction of movement, the power of thought should be at rest, so it is important for you to correctly use the obstacles presented on every level.

Think, make a decision, and look for the right path to the neurons in order to charge them.","Genre(s): Puzzle, Logic",,tbd,Sometimes You,PlayStation 5,"Jan 28, 2022",E
ACTIVE NEURONS 3 - WONDERS OF THE WORLD,"Active Neurons - Wonders of the World is the third and final installment in the Active Neurons series.

In the game, you have to follow 3 simple steps:
1) Collect energy
2) Charge your brain
3) Explore Wonders of the World

But are these steps that easy? Try it yourself and you will find out everything!","Genre(s): Puzzle, General",,tbd,Sometimes You,PlayStation 5,"Feb 24, 2021",E
ADIOS AMIGOS: GALACTIC EXPLORERS,"Team up with your friends & family and explore the peculiar universe of ADIOS Amigos. A game with serious astrophysics in a comic setting for 1-4 players.

In ADIOS Amigos, just like in real life, everything moves: We are all part of a big cosmic clockwork. It is all going on above your head as you walk the planet surface. Night becomes day as planets orbit the sun. Hundreds of asteroids fly with their own trajectories. The player is free to do anything within the confines of the simulation.","Genre(s): Simulation, Space, Civilian",,tbd,Cosmic Picnic,PlayStation 5,"May 3, 2022",
ADVENTURE PINBALL,"Enjoy 3 original games of pinball, with all kinds of graphic details and sounds.

Discover all the secrets, in these thrilling games, dragons, pirates and mythologic creatures are waiting for you.

Complete all the missions and become number 1 in the world or the best among your Friends, posting your high score on the online leaderboard.

- Arcade design.
- More than 8 missions to accomplish for game! Are you ready to beat these challenges?
- Multiball, Extraball, Skillshot, Jackpots...
- Reproduction with all the details, lights and sounds.
- 4 different cameras to choose from.
- Vertical Gameplay.
- Online Leaderboard.

If you prefer, you can also purchase them separately in the PSN Store.","Genre(s): Action, Pinball, Miscellaneous, Compilation",,tbd,Super PowerUp Games,PlayStation 5,"Dec 24, 2022",
AEON DRIVE,"Aeon Drive is a speedrun action platformer set in Cyberpunk Barcelona. Jackelyne, with her sword, teleportation dagger and unique skill to control time has to retrieve faulty pieces of dimension-bending machinery in order to preserve the space-time of the universe.","Genre(s): Action, Platformer, 2D",,tbd,Critical Reflex,PlayStation 5,"Sep 30, 2021",E10+
AERIAL_KNIGHT'S NEVER YIELD,"Survive A futuristic Tokyo style Detroit in this 3D runner that tells the story of Wally who has uncovered the evidence that can change his city forever. Explore a game world with a dope-tastic soundtrack featuring the authentic sounds of Detroit Artist. Take the role of Wally. A mysterious character that has recovered what was taken from him. Hopefully, you're fast enough to outrun your enemies. Expose the truth and try to uncover the mystery of what happened to them.","Genre(s): Action, General, Platformer, 2D",,tbd,Aerial_Knight,PlayStation 5,"May 19, 2021",T
AETERNA NOCTIS,"Aeterna Noctis is a challenging 2D Metroidvania drawn by hand, with intense combats and skill-based platform sections. Taking the role of the 'King of Darkness' you must help him regain his power across 16 different and connected areas in an epic journey with environmental storytelling.","Genre(s): Action, Platformer, 2D, Metroidvania",69.0,7.6,Aeternum Game Studios,PlayStation 5,"Dec 15, 2021",T
AFTER THE FALL,"From the creators of Arizona Sunshine comes an epic VR action FPS with intense co-op gameplay at its core that pits up to 4 players against a post-apocalyptic VR world filled with ferocious undead, mutated and twisted by the relentless cold. Set in the ice-covered ruins of 1980s LA nearly 20 years after the apocalypse, After the Fall combines an evolving VR world shared with players on all platforms with action-packed co-op gameplay, built from the ground up for VR.

Venture out into the remains of post-apocalyptic LA, wield deadly weapons and devastating powers with real-life movements as you develop your combat style, and join forces with players worldwide. Go head to head with hordes and towering bosses in a bid to leave the city a better place than your predecessors.","Genre(s): Action, Shooter, First-Person, Arcade",77.0,tbd,Vertigo Games,PlayStation 5,"Feb 22, 2023",
AFTER US,"Play as Gaia, the Spirit of Life, and navigate stunning platforming environments in an abstract world to salvage the souls of extinct animals. Revive these creatures after learning their final fate: the last whale harpooned, the final eagle caged, the last deer hunted down, and more, while you survive encounters with dangerous, oil-covered Devourers that roam the wasteland in search of remaining life.

In this emotional journey from the creators of the critically acclaimed Arise: A Simple Story, you alone can restore life to the planet.","Genre(s): Action Adventure, General, Linear",,,Piccolo,PlayStation 5,"May 23, 2023",
AFTER WAVE: DOWNFALL,"Deathrix invaded the world and released a mysterious meteorite causing a great flood.

After Wave: Downfall is an arcade shooter where the player battles against monsters, completes various missions with a cool battleship.

Players can upgrade their ships for better performance to fight the most brutal enemies. A Local Co-op mode allows the player to team up and adventure with others.","Genre(s): Action, Shooter, Shoot-'Em-Up, Top-Down",,tbd,7 Raven Studios,PlayStation 5,"Aug 5, 2022",
AFTERIMAGE,"One of the supreme deities created this vast world called Engardin, upon which natural wonders lie everywhere: gigantic volcanoes, steep canyons, deep seas and a tower that soars into the clouds...

Encounter fantastic creatures during your journey: giant beasts wandering in fire, and spirits lurking in the depth of complicated labyrinths... Learn about your new friends, get to know their pasts and the agendas they hold.

Engardin is alive with unknown secrets. Venture forth and feel free to explore wherever you like as a brave adventurer. Find out the stories that link each area, discover a concealed history and the truth of the world.","Genre(s): Action, Action Adventure, Platformer, Open-World, Metroidvania",,,Aurogon Shanghai,PlayStation 5,"Apr 25, 2023",
AFTERLIFE VR,"Afterlife VR is a deeply immersive horror game that will let you experience the true essence of terror.

Play as Adam Bernhard, a young rookie police officer on a routine night patrol, who receives a call that will change his life forever.

What is really lurking behind the door of a well-known mental facility, where Adam's younger sister, Allison, was recently sent? Is there any connection between missing patients and hospital workers and the groundbreaking study about the Indigo Children phenomena?

Uncover the secrets hidden deep within the Black Rose mental hospital walls, where most of the patients pose a threat to themselves and to others. Look into the eyes of pure madness intrinsically linked with this place and its history.

Will you dare?","Genre(s): Action Adventure, Survival",,,Split Light Studio,PlayStation 5,"Apr 19, 2023",
AGE OF WONDERS 4,"Age of Wonders 4 invites players to rule a fantasy realm of their own design, in a blend of strategy, role-playing, and turn-based combat. Powerful Wizard Kings have returned to the realms to reign as gods among mortals, and players will rise to challenge their rule using Tomes of Magic to unleash arcane destruction and evolve their armies, gaining new abilities and forms. For the first time in the series, players can create their own custom factions, and leave their mark on countless worlds through each choice they make. Create the Empire of Your Wildest Fantasies: Craft your followers by combining bodily forms, societal traits, and arcane powers. Build anything from a clan of cannibal halflings to mystic moon elves, or recreate your favourite fantasy tropes. Seek powerful tomes of magic to enchant your armies and see your people physically change as they morph into angelic beings or scions of chaos to face their enemies. Strategy Meets Role-Playing Like Never Before: Every choice opens up new possibilities and tactical advantages; deep, multilayered strategy allows you to try new tactics or explore new powers at every turn. Tactical turn-based battles bring your armies to life, from skirmishes with roaming monsters to vast sieges with many units on each side. Write Your Own Legend: A new event system provides unexpected levels of storytelling for 4X games. See your decisions shape the world around you as you seek glory through brutal domination, cunning alliances, or ultimate arcane knowledge. Your own creations may even appear as potential rivals or allies in subsequent games, as you experience the next chapter in your own story. Make Your Mark on a Vast, Reactive World: Explore a new realm in each session – or create your own! Challenge new variations and combinations of locations and features, from frozen wastelands ruled by ice queens to desolated ruins where dragons roam. With a tremendous variety of empires, units, and environments to keep the game endlessly replayable, Age of Wonders is more open-ended – and mod-friendly – than ever before in the series’ history. [Paradox Interactive]","Genre(s): Strategy, Turn-Based, General, 4X",,,Triumph Studios,PlayStation 5,"May 2, 2023",
